_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad
83.8488333,-4.8046389,2628,05 35 23.72,-04 48 16.7,13.08,0.02,12.35,0.03,12.02,0.02,11.54,0.01,11.1,0.01,10.56,0.01,9.32,0.01,6.22,0.05,0.02,-0.29,D,2M,Simbad
83.8695417,-4.8044722,2629,05 35 28.69,-04 48 16.1,15.79,0.06,14.42,0.05,12.88,0.02,9.39,0.01,8.64,0.01,7.9,0.01,7.19,0.01,4.14,0.02,0.0,-0.3,D,2M,Simbad
83.8855833,-4.8023333,2630,05 35 32.54,-04 48 08.4,14.71,0.04,14.05,0.04,13.69,0.03,13.06,0.01,12.7,0.01,12.4,0.03,11.74,0.05,,,0.0,-1.33,D,2M,Simbad
83.7367917,-4.8019167,2631,05 34 56.83,-04 48 06.9,14.44,0.03,13.78,0.04,13.52,0.04,13.1,0.01,12.88,0.02,,,,,,,0.0,,D,2M,Simbad
83.9339167,-4.8013056,2632,05 35 44.14,-04 48 04.7,12.06,0.02,11.2,0.03,10.72,0.02,10.03,0.01,9.7,0.01,9.57,0.01,9.17,0.01,5.41,0.02,0.07,-1.89,D,2M,Simbad
83.5710417,-4.8010278,2633,05 34 17.05,-04 48 03.7,13.6,0.02,12.11,0.03,11.25,0.02,10.12,0.01,9.5,0.01,9.34,0.01,8.87,0.01,6.42,0.03,0.59,-1.49,D,2M,Simbad
83.765625,-4.7977222,2634,05 35 03.75,-04 47 51.8,14.24,0.03,13.47,0.03,13.21,0.03,12.71,0.01,12.43,0.01,12.1,0.03,11.18,0.04,,,0.13,-1.08,D,2M,Simbad
83.7025833,-4.79725,2635,05 34 48.62,-04 47 50.1,13.07,0.02,12.31,0.03,11.94,0.02,11.47,0.01,10.95,0.01,10.83,0.02,10.03,0.03,6.75,0.05,0.03,-1.28,D,2M,Simbad
83.4825,-4.7970556,2636,05 33 55.80,-04 47 49.4,13.13,0.02,11.99,0.03,11.1,0.02,9.59,0.01,9.09,0.01,8.6,0.01,7.7,0.01,4.82,0.03,0.12,-0.67,D,2M,Simbad
83.8967083,-4.7942778,2637,05 35 35.21,-04 47 39.4,12.35,0.02,11.53,0.03,11.26,0.02,10.8,0.01,10.57,0.01,10.1,0.01,8.82,0.01,4.61,0.03,0.17,-0.54,D,2M,Simbad
83.8692917,-4.7905556,2638,05 35 28.63,-04 47 26.0,12.53,0.02,11.68,0.03,11.2,0.02,10.63,0.01,10.31,0.01,9.77,0.01,8.92,0.02,5.98,0.02,0.06,-0.84,D,2M,Simbad
83.9752083,-4.7886944,2639,05 35 54.05,-04 47 19.3,12.39,0.02,11.57,0.03,11.04,0.02,10.14,0.01,9.61,0.01,9.34,0.01,8.67,0.01,5.73,0.04,0.0,-1.21,D,2M,Simbad
84.1245,-4.7876111,2640,05 36 29.88,-04 47 15.4,,,,,,,14.34,0.01,13.34,0.01,12.4,0.03,11.37,0.03,8.19,0.08,,0.57,FP,2M,Simbad
83.69275,-4.7873611,2641,05 34 46.26,-04 47 14.5,13.88,0.03,12.73,0.03,12.28,0.03,12.0,0.01,11.92,0.01,11.53,0.06,,,5.94,0.03,0.47,,D,2M,Simbad
83.4299167,-4.78725,2642,05 33 43.18,-04 47 14.1,13.32,0.03,12.52,0.04,12.13,0.03,11.28,0.01,10.89,0.01,10.59,0.01,10.13,0.01,8.21,0.09,0.08,-1.54,D,2M,Simbad
83.77,-4.7858611,2643,05 35 04.80,-04 47 09.1,14.01,0.03,13.4,0.04,13.05,0.03,12.54,0.01,12.25,0.01,11.97,0.03,11.29,0.05,7.82,0.08,0.0,-1.42,D,2M,Simbad
83.92925,-4.7833889,2644,05 35 43.02,-04 47 00.2,13.19,0.03,12.44,0.04,12.18,0.02,11.84,0.01,11.65,0.01,11.32,0.01,10.71,0.02,8.37,0.09,0.1,-1.51,D,2M,Simbad
83.6862917,-4.7825833,2645,05 34 44.71,-04 46 57.3,16.62,0.12,14.66,0.05,13.36,0.02,11.96,0.01,11.51,0.01,11.14,0.06,,,,,0.87,,D,2M,Simbad
83.88425,-4.7825278,2646,05 35 32.22,-04 46 57.1,11.78,0.02,10.74,0.03,10.17,0.02,9.37,0.01,8.97,0.01,8.53,0.01,7.63,0.01,4.71,0.02,0.24,-0.85,D,2M,Simbad
83.8937917,-4.7818056,2647,05 35 34.51,-04 46 54.5,12.5,0.02,11.54,0.03,11.01,0.02,10.68,0.01,10.25,0.01,9.67,0.01,8.65,0.01,5.96,0.05,0.16,-0.49,D,2M,Simbad
83.7862083,-4.7811389,2648,05 35 08.69,-04 46 52.1,12.69,0.02,11.07,0.03,9.91,0.02,8.62,0.01,8.29,0.01,7.7,0.01,7.05,0.01,4.34,0.02,0.54,-0.98,D,2M,Simbad
83.8845,-4.7801389,2649,05 35 32.28,-04 46 48.5,16.09,0.12,14.58,0.08,13.57,0.06,11.67,0.01,10.86,0.01,10.15,0.01,9.32,0.02,5.44,0.04,0.52,-0.16,P,2M,Simbad
83.752,-4.7791389,2650,05 35 00.48,-04 46 44.9,14.2,0.03,13.53,0.04,13.14,0.03,12.64,0.01,12.43,0.01,12.27,0.04,,,,,0.0,,D,2M,Simbad
83.845125,-4.7780833,2651,05 35 22.83,-04 46 41.1,12.99,0.02,12.17,0.03,11.8,0.02,11.23,0.01,10.95,0.01,10.62,0.01,10.0,0.02,6.74,0.04,0.12,-1.42,D,2M,Simbad
83.95775,-4.7756111,2652,05 35 49.86,-04 46 32.2,12.49,0.02,11.83,0.03,11.46,0.02,11.05,0.01,10.78,0.01,10.38,0.01,9.65,0.02,6.71,0.03,0.0,-1.21,D,2M,Simbad
83.8902917,-4.7732778,2653,05 35 33.67,-04 46 23.8,12.08,0.02,11.19,0.03,10.84,0.02,10.45,0.01,10.32,0.01,10.18,0.01,9.62,0.01,5.19,0.03,0.21,-1.9,D,2M,Simbad
83.7695833,-4.77275,2654,05 35 04.70,-04 46 21.9,15.35,0.05,14.27,0.04,13.38,0.03,12.9,0.01,12.45,0.01,11.95,0.03,11.37,0.05,7.71,0.08,0.05,-1.06,D,2M,Simbad
83.7263333,-4.7700278,2655,05 34 54.32,-04 46 12.1,15.49,0.05,14.65,0.06,14.14,0.05,13.54,0.01,13.33,0.01,,,,,,,0.04,,D,2M,Simbad
83.7366667,-4.7679722,2656,05 34 56.80,-04 46 04.7,12.38,0.03,11.46,0.03,10.96,0.02,10.04,0.01,9.72,0.01,9.43,0.01,9.05,0.02,6.52,0.03,0.14,-1.7,D,2M,Simbad
83.7814167,-4.7652778,2657,05 35 07.54,-04 45 55.0,13.63,0.05,13.16,0.07,12.68,0.05,12.04,0.01,11.73,0.01,11.47,0.02,10.87,0.04,,,0.0,-1.51,D,2M,Simbad
83.9167083,-4.76525,2658,05 35 40.01,-04 45 54.9,11.47,0.02,10.77,0.03,10.42,0.02,10.03,0.01,9.78,0.01,9.44,0.01,8.58,0.01,5.99,0.02,0.0,-1.18,D,2M,Simbad
83.8197083,-4.76225,2659,05 35 16.73,-04 45 44.1,11.35,0.02,10.38,0.03,9.72,0.02,8.3,0.01,7.96,0.01,7.53,0.01,6.79,0.01,4.52,0.01,0.09,-1.1,D,2M,Simbad
83.7249583,-4.7603333,2660,05 34 53.99,-04 45 37.2,,,,,15.21,0.11,13.05,0.02,12.54,0.01,11.95,0.06,11.0,0.09,7.63,0.07,,-0.48,D,2M,Simbad
83.8699167,-4.7581389,2661,05 35 28.78,-04 45 29.3,15.78,0.06,13.94,0.04,12.75,0.03,11.16,0.01,10.87,0.01,10.05,0.01,9.45,0.01,6.39,0.04,0.8,-0.76,D,2M,Simbad
83.8455,-4.7550833,2662,05 35 22.92,-04 45 18.3,14.01,0.03,13.31,0.04,12.77,0.03,12.35,0.01,12.32,0.01,11.99,0.02,10.95,0.03,7.12,0.05,0.0,-1.19,D,2M,Simbad
84.0517917,-4.7543611,2663,05 36 12.43,-04 45 15.7,,,,,,,15.38,0.06,14.66,0.04,12.6,0.07,10.93,0.08,7.63,0.06,,2.53,FP,2M,Simbad
83.6232083,-4.75075,2664,05 34 29.57,-04 45 02.7,12.75,0.02,11.82,0.03,11.22,0.02,10.37,0.01,9.85,0.01,9.57,0.01,8.55,0.01,5.67,0.03,0.07,-0.82,D,2M,Simbad
83.8072083,-4.7507222,2665,05 35 13.73,-04 45 02.6,16.14,0.08,15.44,0.1,14.87,0.1,14.36,0.02,13.94,0.02,13.35,0.14,,,,,0.0,,D,2M,Simbad
83.8279167,-4.749,2666,05 35 18.70,-04 44 56.4,14.2,0.03,13.52,0.04,13.14,0.03,12.46,0.01,11.97,0.01,11.45,0.02,10.58,0.02,,,0.0,-0.67,D,2M,Simbad
84.0823333,-4.7484722,2667,05 36 19.76,-04 44 54.5,11.66,0.02,10.94,0.03,10.68,0.02,10.03,0.01,9.73,0.01,9.44,0.01,9.01,0.01,6.77,0.03,0.06,-1.66,D,2M,Simbad
83.5084167,-4.7481944,2668,05 34 02.02,-04 44 53.5,13.06,0.03,12.41,0.04,12.08,0.03,11.68,0.01,11.42,0.01,11.14,0.01,10.47,0.01,8.38,0.11,0.0,-1.46,D,2M,Simbad
83.8244583,-4.7479167,2669,05 35 17.87,-04 44 52.5,11.61,0.02,10.73,0.03,10.16,0.02,9.55,0.01,9.12,0.01,8.97,0.01,8.14,0.01,5.08,0.02,0.05,-1.29,D,2M,Simbad
83.7902083,-4.7470556,2670,05 35 09.65,-04 44 49.4,14.98,0.05,14.09,0.05,13.75,0.05,13.27,0.02,12.92,0.01,,,,,,,0.22,,D,2M,Simbad
84.2680833,-4.7461667,2671,05 37 04.34,-04 44 46.2,16.31,0.13,15.39,0.11,14.94,0.14,14.28,0.01,13.99,0.02,13.47,0.09,12.93,0.13,,,0.17,-1.23,D,2M,Simbad
83.82875,-4.741,2672,05 35 18.90,-04 44 27.6,13.04,0.02,12.3,0.03,11.99,0.02,11.67,0.01,11.55,0.01,11.33,0.03,10.73,0.06,7.42,0.06,0.05,-1.76,D,2M,Simbad
83.897125,-4.7389167,2673,05 35 35.31,-04 44 20.1,14.05,0.02,13.47,0.03,13.11,0.02,12.65,0.01,12.37,0.01,12.18,0.03,11.62,0.07,,,0.0,-1.67,D,2M,Simbad
83.3929167,-4.7383333,2674,05 33 34.30,-04 44 18.0,11.43,0.02,10.76,0.02,10.52,0.02,10.15,0.01,9.98,0.01,9.71,0.01,9.21,0.01,7.21,0.04,0.02,-1.74,D,2M,Simbad
83.7628333,-4.7379722,2675,05 35 03.08,-04 44 16.7,14.16,0.03,13.47,0.04,13.1,0.02,12.38,0.01,12.03,0.01,11.65,0.03,10.97,0.06,,,0.0,-1.21,D,2M,Simbad
83.9355417,-4.73775,2676,05 35 44.53,-04 44 15.9,12.36,0.02,11.63,0.03,11.45,0.02,11.29,0.01,11.25,0.01,11.14,0.02,10.52,0.04,6.45,0.04,0.12,-1.96,D,2M,Simbad
83.750625,-4.7362778,2677,05 35 00.15,-04 44 10.6,14.03,0.02,13.05,0.03,12.58,0.02,11.91,0.01,11.53,0.01,11.16,0.02,10.43,0.04,,,0.25,-1.14,D,2M,Simbad
83.7950417,-4.7362778,2678,05 35 10.81,-04 44 10.6,13.36,0.02,12.46,0.03,12.13,0.02,11.66,0.01,11.32,0.01,10.95,0.02,9.95,0.04,,,0.24,-0.89,D,2M,Simbad
83.8285833,-4.7361667,2679,05 35 18.86,-04 44 10.2,13.02,0.02,12.28,0.03,11.91,0.02,11.42,0.01,11.23,0.01,10.92,0.02,10.22,0.05,7.64,0.08,0.01,-1.45,D,2M,Simbad
84.1220833,-4.7332778,2680,05 36 29.30,-04 43 59.8,13.6,0.03,13.01,0.04,12.66,0.02,12.18,0.01,11.91,0.01,11.73,0.02,11.47,0.04,7.72,0.06,0.0,-2.04,D,2M,Simbad
83.8875,-4.7330278,2681,05 35 33.00,-04 43 58.9,11.41,0.02,10.62,0.03,10.41,0.02,10.01,0.01,9.82,0.01,9.53,0.01,8.53,0.02,4.02,0.02,0.18,-1.15,D,2M,Simbad
83.8675417,-4.7311111,2682,05 35 28.21,-04 43 52.0,14.75,0.04,13.81,0.04,13.32,0.03,12.52,0.01,12.06,0.01,11.71,0.05,,,,,0.16,,D,2M,Simbad
83.39275,-4.7294722,2683,05 33 34.26,-04 43 46.1,11.42,0.03,10.59,0.03,10.12,0.02,9.43,0.01,9.12,0.01,8.79,0.01,7.89,0.01,5.09,0.02,0.06,-1.08,D,2M,Simbad
83.8352917,-4.7258056,2684,05 35 20.47,-04 43 32.9,15.91,0.08,15.17,0.08,14.82,0.09,14.3,0.02,14.14,0.02,,,,,,,0.02,,D,2M,Simbad
83.844875,-4.7238056,2685,05 35 22.77,-04 43 25.7,13.22,0.04,12.43,0.04,12.11,0.05,11.37,0.01,10.88,0.01,10.7,0.01,9.54,0.01,5.73,0.03,0.12,-0.82,D,2M,Simbad
83.962,-4.7230278,2686,05 35 50.88,-04 43 22.9,13.68,0.02,12.65,0.03,12.17,0.02,11.68,0.01,11.39,0.01,11.09,0.01,10.55,0.03,8.65,0.14,0.28,-1.54,D,2M,Simbad
83.96775,-4.7179167,2687,05 35 52.26,-04 43 04.5,11.86,0.02,11.06,0.03,10.85,0.02,10.61,0.01,10.58,0.01,10.51,0.01,10.43,0.03,6.02,0.03,0.18,-2.62,D,2M,Simbad
83.807125,-4.7163056,2688,05 35 13.71,-04 42 58.7,11.9,0.02,11.01,0.03,10.64,0.02,10.21,0.01,10.01,0.01,9.82,0.01,9.19,0.01,6.74,0.04,0.19,-1.68,D,2M,Simbad
84.0036667,-4.71625,2689,05 36 00.88,-04 42 58.5,13.33,0.03,12.67,0.03,12.32,0.02,11.87,0.01,11.52,0.01,11.14,0.02,10.31,0.04,7.99,0.07,0.0,-1.05,D,2M,Simbad
83.92675,-4.7158333,2690,05 35 42.42,-04 42 57.0,15.9,0.07,15.01,0.07,14.21,0.04,13.18,0.01,12.49,0.01,11.39,0.02,9.95,0.02,6.49,0.03,0.0,0.93,P,2M,Simbad
83.823125,-4.7103611,2691,05 35 17.55,-04 42 37.3,,,,,,,12.9,0.01,12.28,0.01,11.67,0.02,10.89,0.02,8.4,0.11,,-0.53,D,2M,Simbad
83.7943333,-4.7021111,2692,05 35 10.64,-04 42 07.6,15.4,0.06,14.24,0.05,13.55,0.03,12.64,0.01,12.12,0.01,11.78,0.03,11.42,0.07,8.75,0.15,0.3,-1.46,D,2M,Simbad
83.8430417,-4.7020556,2693,05 35 22.33,-04 42 07.4,11.26,0.02,10.45,0.04,10.14,0.02,9.36,0.01,9.02,0.01,8.89,0.01,8.08,0.01,4.51,0.02,0.14,-1.43,D,2M,Simbad
83.8049167,-4.6984444,2694,05 35 13.18,-04 41 54.4,12.96,0.02,12.12,0.03,11.8,0.02,11.27,0.01,10.92,0.01,10.51,0.01,9.72,0.02,6.84,0.05,0.18,-1.06,D,2M,Simbad
84.0267083,-4.69825,2695,05 36 06.41,-04 41 53.7,11.65,0.02,11.0,0.03,10.71,0.02,10.34,0.01,10.12,0.01,9.82,0.01,8.87,0.03,5.48,0.03,0.0,-1.16,D,2M,Simbad
83.59575,-4.6942778,2696,05 34 22.98,-04 41 39.4,11.83,0.02,11.03,0.03,10.72,0.02,9.73,0.01,9.47,0.01,8.93,0.01,8.29,0.01,6.04,0.02,0.14,-1.13,D,2M,Simbad
83.841125,-4.6929444,2697,05 35 21.87,-04 41 34.6,13.8,0.03,12.75,0.04,12.32,0.02,11.73,0.01,11.39,0.01,11.03,0.03,10.43,0.09,7.58,0.05,0.36,-1.35,D,2M,Simbad
83.8340833,-4.6929167,2698,05 35 20.18,-04 41 34.5,12.92,0.02,12.11,0.03,11.67,0.02,10.85,0.01,10.35,0.01,10.07,0.01,9.42,0.02,6.59,0.03,0.05,-1.24,D,2M,Simbad
83.843,-4.6925833,2699,05 35 22.32,-04 41 33.3,13.81,0.04,12.71,0.03,12.1,0.04,11.39,0.01,11.09,0.01,11.04,0.02,10.74,0.05,7.46,0.04,0.29,-2.14,D,2M,Simbad
84.0337917,-4.6890556,2700,05 36 08.11,-04 41 20.6,12.04,0.02,11.18,0.03,10.71,0.02,10.23,0.01,9.88,0.01,9.43,0.01,8.52,0.02,5.1,0.02,0.1,-0.87,D,2M,Simbad
83.8565417,-4.6858333,2701,05 35 25.57,-04 41 09.0,13.35,0.02,12.54,0.03,12.12,0.02,11.58,0.01,11.28,0.01,10.91,0.02,10.3,0.04,7.54,0.05,0.06,-1.35,D,2M,Simbad
83.8820833,-4.6855,2702,05 35 31.70,-04 41 07.8,13.33,0.03,12.47,0.03,12.18,0.02,11.82,0.01,11.71,0.01,11.61,0.02,11.23,0.04,6.1,0.04,0.21,-2.17,D,2M,Simbad
83.9610417,-4.6769167,2703,05 35 50.65,-04 40 36.9,13.8,0.02,12.63,0.03,11.99,0.02,11.0,0.01,10.61,0.01,10.35,0.01,9.8,0.03,7.22,0.05,0.36,-1.48,D,2M,Simbad
83.9157083,-4.6733889,2704,05 35 39.77,-04 40 24.2,11.56,0.03,10.68,0.03,10.33,0.02,10.03,0.01,9.81,0.01,9.55,0.01,9.02,0.02,6.29,0.03,0.19,-1.67,D,2M,Simbad
83.893625,-4.6723611,2705,05 35 34.47,-04 40 20.5,12.16,0.02,11.09,0.03,10.6,0.02,10.12,0.01,10.15,0.01,9.89,0.02,9.47,0.05,4.37,0.01,0.34,-2.04,D,2M,Simbad
83.7175833,-4.6698333,2706,05 34 52.22,-04 40 11.4,11.48,0.02,10.44,0.03,9.8,0.02,9.07,0.01,8.72,0.01,8.55,0.01,7.91,0.01,4.75,0.02,0.2,-1.55,D,2M,Simbad
83.84725,-4.6695833,2707,05 35 23.34,-04 40 10.5,13.41,0.04,11.24,0.03,9.53,0.02,7.57,0.01,6.75,0.01,6.07,0.01,5.16,0.01,1.53,0.02,0.85,-0.09,P,2M,Simbad
83.5208333,-4.6676111,2708,05 34 05.00,-04 40 03.4,13.82,0.03,13.16,0.04,12.87,0.02,12.58,0.01,12.38,0.01,12.11,0.02,11.33,0.03,8.56,0.12,0.0,-1.42,D,2M,Simbad
83.82675,-4.6667778,2709,05 35 18.42,-04 40 00.4,13.59,0.02,12.94,0.03,12.59,0.03,12.0,0.01,11.64,0.01,11.4,0.04,,,8.23,0.08,0.0,,D,2M,Simbad
83.7955833,-4.6659444,2710,05 35 10.94,-04 39 57.4,13.55,0.03,12.56,0.03,12.03,0.02,11.28,0.01,11.15,0.01,10.84,0.02,10.22,0.06,6.6,0.05,0.21,-1.6,D,2M,Simbad
83.82175,-4.6633889,2711,05 35 17.22,-04 39 48.2,12.29,0.02,11.47,0.03,11.07,0.02,10.5,0.01,10.24,0.01,9.99,0.01,9.6,0.04,6.94,0.04,0.09,-1.8,D,2M,Simbad
83.6831667,-4.6607222,2712,05 34 43.96,-04 39 38.6,13.85,0.03,13.18,0.04,12.85,0.03,12.47,0.01,12.18,0.01,11.9,0.04,11.34,0.1,8.81,0.15,0.0,-1.54,D,2M,Simbad
83.6725417,-4.65375,2713,05 34 41.41,-04 39 13.5,13.26,0.03,12.51,0.03,12.14,0.02,11.67,0.01,11.43,0.01,11.15,0.02,10.7,0.03,8.19,0.1,0.03,-1.71,D,2M,Simbad
83.9432917,-4.6510556,2714,05 35 46.39,-04 39 03.8,15.57,0.05,14.49,0.04,13.85,0.04,13.21,0.01,12.84,0.01,12.78,0.09,,,,,0.24,,D,2M,Simbad
83.27175,-4.6496944,2715,05 33 05.22,-04 38 58.9,15.78,0.06,14.83,0.06,14.37,0.08,13.9,0.01,13.66,0.01,13.25,0.06,12.71,0.1,,,0.21,-1.43,D,2M,Simbad
83.883375,-4.6429444,2716,05 35 32.01,-04 38 34.6,14.46,0.03,13.74,0.04,13.34,0.04,12.76,0.01,12.62,0.01,11.97,0.04,11.47,0.06,8.6,0.1,0.0,-1.24,D,2M,Simbad
83.459625,-4.6428056,2717,05 33 50.31,-04 38 34.1,11.21,0.03,10.53,0.04,10.29,0.03,10.07,0.01,10.04,0.01,9.83,0.01,9.5,0.01,5.26,0.02,0.04,-2.15,D,2M,Simbad
83.9104167,-4.64225,2718,05 35 38.50,-04 38 32.1,13.55,0.03,12.79,0.03,12.34,0.02,11.75,0.01,11.36,0.01,11.37,0.02,11.01,0.07,7.56,0.08,0.0,-2.07,D,2M,Simbad
83.4789583,-4.6389167,2719,05 33 54.95,-04 38 20.1,13.77,0.02,13.12,0.04,12.7,0.02,12.14,0.01,11.83,0.01,11.51,0.01,11.05,0.03,8.61,0.12,0.0,-1.59,D,2M,Simbad
83.8939167,-4.6349722,2720,05 35 34.54,-04 38 05.9,13.76,0.02,12.97,0.04,12.66,0.02,12.17,0.01,11.9,0.01,11.61,0.02,11.28,0.04,8.63,0.14,0.11,-1.81,D,2M,Simbad
83.8452917,-4.6279444,2721,05 35 22.87,-04 37 40.6,13.04,0.02,12.14,0.03,11.7,0.02,11.27,0.01,11.05,0.01,10.84,0.01,9.8,0.02,6.01,0.02,0.16,-1.18,D,2M,Simbad
83.5061667,-4.622,2722,05 34 01.48,-04 37 19.2,15.74,0.07,15.12,0.08,14.76,0.08,14.13,0.01,13.8,0.01,13.38,0.06,12.96,0.1,,,0.0,-1.48,D,2M,Simbad
83.7842083,-4.6191667,2723,05 35 08.21,-04 37 09.0,15.33,0.05,14.48,0.05,14.21,0.05,13.41,0.01,13.0,0.01,12.79,0.07,,,,,0.23,,D,2M,Simbad
83.7210833,-4.6176111,2724,05 34 53.06,-04 37 03.4,14.41,0.03,13.6,0.04,13.06,0.02,12.01,0.01,11.59,0.01,11.25,0.02,10.75,0.04,7.53,0.06,0.0,-1.4,D,2M,Simbad
83.4922917,-4.6068056,2725,05 33 58.15,-04 36 24.5,14.29,0.03,13.49,0.04,13.07,0.02,12.61,0.01,12.35,0.01,12.2,0.02,11.81,0.03,8.5,0.1,0.04,-1.94,D,2M,Simbad
84.09875,-4.6047778,2726,05 36 23.70,-04 36 17.2,14.2,0.03,13.6,0.04,13.3,0.03,13.06,0.01,12.91,0.01,12.77,0.04,12.03,0.04,8.28,0.1,0.0,-1.68,D,2M,Simbad
83.5159167,-4.6016944,2727,05 34 03.82,-04 36 06.1,12.71,0.02,12.0,0.03,11.78,0.02,11.66,0.01,11.61,0.01,11.58,0.01,11.38,0.02,6.14,0.02,0.08,-2.52,D,2M,Simbad
83.6276667,-4.5979167,2728,05 34 30.64,-04 35 52.5,12.54,0.02,11.57,0.03,11.23,0.02,10.9,0.01,10.53,0.01,10.01,0.01,9.24,0.01,6.72,0.03,0.32,-0.9,D,2M,Simbad
83.7829167,-4.5969167,2729,05 35 07.90,-04 35 48.9,13.07,0.02,12.06,0.03,11.75,0.02,11.45,0.01,11.29,0.01,11.3,0.02,11.39,0.07,6.54,0.02,0.37,-2.78,D,2M,Simbad
83.484875,-4.5916389,2730,05 33 56.37,-04 35 29.9,13.73,0.03,13.09,0.03,12.8,0.02,12.53,0.01,12.36,0.01,12.05,0.02,11.12,0.02,8.24,0.08,0.0,-1.21,D,2M,Simbad
83.4391667,-4.591,2731,05 33 45.40,-04 35 27.6,16.68,0.13,15.65,0.12,14.83,0.09,13.48,0.01,12.78,0.01,12.26,0.02,11.45,0.02,8.2,0.09,0.04,-0.54,D,2M,Simbad
83.9189167,-4.5885,2732,05 35 40.54,-04 35 18.6,12.3,0.02,11.24,0.03,10.65,0.02,9.93,0.01,9.55,0.01,9.33,0.01,8.58,0.01,5.18,0.02,0.25,-1.34,D,2M,Simbad
83.5861667,-4.5838611,2733,05 34 20.68,-04 35 01.9,13.12,0.02,12.37,0.03,12.13,0.02,11.8,0.01,11.58,0.01,11.29,0.01,10.68,0.03,8.33,0.07,0.1,-1.54,D,2M,Simbad
83.8583333,-4.5824444,2734,05 35 26.00,-04 34 56.8,13.95,0.03,13.23,0.04,12.97,0.02,12.48,0.01,12.05,0.01,11.67,0.02,10.72,0.03,7.28,0.05,0.06,-0.85,D,2M,Simbad
83.9204583,-4.57725,2735,05 35 40.91,-04 34 38.1,12.89,0.02,11.33,0.03,10.27,0.02,9.08,0.01,8.52,0.01,8.05,0.01,7.18,0.01,4.78,0.01,0.54,-0.68,D,2M,Simbad
83.8681667,-4.5753056,2736,05 35 28.36,-04 34 31.1,14.35,0.03,13.78,0.04,13.41,0.03,12.94,0.01,12.65,0.01,12.33,0.03,11.54,0.06,7.1,0.03,0.0,-1.24,D,2M,Simbad
83.5784167,-4.573,2737,05 34 18.82,-04 34 22.8,14.68,0.03,13.81,0.04,13.39,0.02,12.78,0.01,12.47,0.01,12.12,0.02,11.39,0.03,,,0.15,-1.24,D,2M,Simbad
83.863625,-4.5729167,2738,05 35 27.27,-04 34 22.5,14.69,0.04,14.1,0.04,13.73,0.03,13.28,0.01,13.03,0.01,12.85,0.05,,,,,0.0,,D,2M,Simbad
83.8894167,-4.5693056,2739,05 35 33.46,-04 34 09.5,15.2,0.04,14.18,0.04,13.64,0.03,12.91,0.01,12.57,0.01,12.3,0.03,11.83,0.06,7.89,0.08,0.23,-1.6,D,2M,Simbad
83.2377917,-4.5665,2740,05 32 57.07,-04 33 59.4,7.5,0.02,7.56,0.06,7.53,0.02,7.63,0.01,7.64,0.01,7.64,0.01,7.51,0.01,4.45,0.04,0.0,-2.7,D,2M,Simbad
83.8548333,-4.5643333,2741,05 35 25.16,-04 33 51.6,13.2,0.06,12.51,0.08,12.21,0.06,11.76,0.01,11.41,0.01,10.92,0.01,10.16,0.02,,,0.0,-0.98,D,2M,Simbad
83.8556667,-4.5635556,2742,05 35 25.36,-04 33 48.8,13.23,0.03,12.61,0.03,12.32,0.03,12.03,0.01,11.92,0.01,11.71,0.03,11.28,0.05,6.78,0.04,0.0,-1.97,D,2M,Simbad
83.7780417,-4.5577778,2743,05 35 06.73,-04 33 28.0,15.71,0.06,14.82,0.08,14.48,0.06,14.09,0.02,13.77,0.01,13.53,0.14,,,,,0.22,,D,2M,Simbad
83.814125,-4.5571944,2744,05 35 15.39,-04 33 25.9,11.75,0.02,11.06,0.03,10.85,0.02,10.58,0.01,10.55,0.01,10.43,0.01,10.29,0.02,5.31,0.02,0.05,-2.48,D,2M,Simbad
83.8092083,-4.548,2745,05 35 14.21,-04 32 52.8,13.77,0.02,13.15,0.03,12.79,0.02,12.26,0.01,11.95,0.01,11.54,0.02,10.74,0.02,8.56,0.13,0.0,-1.09,D,2M,Simbad
83.756875,-4.5479722,2746,05 35 01.65,-04 32 52.7,12.75,0.02,11.96,0.03,11.61,0.02,11.08,0.01,10.81,0.01,10.47,0.01,9.75,0.02,7.36,0.07,0.07,-1.31,D,2M,Simbad
83.81925,-4.5460278,2747,05 35 16.62,-04 32 45.7,15.59,0.05,14.56,0.06,13.99,0.04,13.27,0.01,12.86,0.01,12.51,0.04,11.91,0.08,,,0.22,-1.28,D,2M,Simbad
84.1264583,-4.538,2748,05 36 30.35,-04 32 16.8,15.44,0.06,13.7,0.05,12.68,0.04,11.59,0.01,10.66,0.01,9.73,0.01,8.02,0.01,3.43,0.01,0.8,1.24,P,2M,Simbad
83.9289583,-4.5324722,2749,05 35 42.95,-04 31 56.9,,,,,,,14.13,0.01,13.33,0.01,12.53,0.02,11.67,0.04,7.75,0.05,,0.0,FP,2M,Simbad
83.897875,-4.5209722,2750,05 35 35.49,-04 31 15.5,15.83,0.07,15.11,0.1,14.85,0.09,14.2,0.01,13.8,0.01,13.43,0.08,12.81,0.11,,,0.07,-1.25,D,2M,Simbad
