_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad
83.7319583,-4.9366944,2501,05 34 55.67,-04 56 12.1,12.47,0.02,11.0,0.03,10.22,0.02,9.22,0.01,8.82,0.01,8.47,0.01,7.74,0.01,4.67,0.02,0.63,-1.15,D,2M,Simbad
83.7510833,-4.9358056,2502,05 35 00.26,-04 56 08.9,14.25,0.03,13.16,0.03,12.58,0.02,11.81,0.01,11.48,0.01,11.16,0.03,10.51,0.07,6.66,0.08,0.29,-1.36,D,2M,Simbad
83.6875,-4.9331389,2503,05 34 45.00,-04 55 59.3,13.57,0.04,12.11,0.04,11.35,0.03,10.18,0.01,9.78,0.01,9.5,0.01,8.95,0.03,5.68,0.03,0.65,-1.45,D,2M,Simbad
83.7555,-4.9324722,2504,05 35 01.32,-04 55 56.9,14.34,0.03,13.43,0.03,12.81,0.02,12.28,0.01,12.0,0.01,,,,,,,0.04,,D,2M,Simbad
83.804625,-4.9311667,2505,05 35 13.11,-04 55 52.2,13.17,0.02,10.89,0.03,9.36,0.02,8.08,0.01,7.5,0.01,7.1,0.02,6.51,0.06,,,1.12,-1.06,D,2M,Simbad
83.7797083,-4.93075,2506,05 35 07.13,-04 55 50.7,14.72,0.04,13.34,0.03,12.6,0.02,11.72,0.01,11.3,0.01,11.07,0.08,,,,,0.55,,D,2M,Simbad
83.8305,-4.9291389,2507,05 35 19.32,-04 55 44.9,15.55,0.06,12.28,0.03,10.08,0.02,8.27,0.01,7.27,0.01,6.67,0.01,5.91,0.01,2.74,0.03,1.89,-0.18,D,2M,Simbad
83.9182917,-4.9289167,2508,05 35 40.39,-04 55 44.1,13.28,0.02,12.57,0.03,12.2,0.02,11.7,0.01,11.55,0.01,11.41,0.03,10.63,0.04,6.49,0.04,0.0,-1.63,D,2M,Simbad
83.3220417,-4.9283056,2509,05 33 17.29,-04 55 41.9,14.52,0.04,13.94,0.04,13.63,0.05,13.21,0.01,13.07,0.01,12.91,0.03,12.46,0.04,9.07,0.14,0.0,-1.98,D,2M,Simbad
83.6229167,-4.9251667,2510,05 34 29.50,-04 55 30.6,,,,,,,14.19,0.02,12.63,0.01,12.34,0.04,,,5.46,0.05,,,P,2M,Simbad
83.7494583,-4.9242778,2511,05 34 59.87,-04 55 27.4,17.05,0.18,14.02,0.04,12.51,0.02,11.55,0.01,11.26,0.01,11.04,0.05,10.44,0.08,,,2.1,-1.59,D,2M,Simbad
84.139,-4.922,2512,05 36 33.36,-04 55 19.2,14.28,0.03,13.51,0.04,13.17,0.02,12.72,0.01,12.43,0.01,12.19,0.02,11.58,0.03,9.13,0.14,0.06,-1.54,D,2M,Simbad
83.8633333,-4.9218611,2513,05 35 27.20,-04 55 18.7,14.01,0.02,12.84,0.03,12.23,0.02,11.53,0.01,11.1,0.01,10.75,0.03,10.03,0.08,,,0.38,-1.14,D,2M,Simbad
83.87875,-4.9215833,2514,05 35 30.90,-04 55 17.7,11.86,0.02,11.07,0.03,10.67,0.02,10.13,0.01,9.75,0.01,9.4,0.02,8.33,0.03,4.82,0.02,0.06,-0.8,D,2M,Simbad
83.589125,-4.9207778,2515,05 34 21.39,-04 55 14.8,16.19,0.09,15.07,0.08,14.73,0.09,12.54,0.01,11.92,0.01,11.24,0.01,10.91,0.03,5.78,0.03,0.47,-0.92,D,2M,Simbad
84.0277083,-4.9200556,2516,05 36 06.65,-04 55 12.2,15.9,0.07,15.06,0.09,14.41,0.07,13.89,0.02,13.55,0.02,,,,,,,0.0,,D,2M,Simbad
83.8274167,-4.9196389,2517,05 35 18.58,-04 55 10.7,,,15.62,0.12,14.05,0.06,12.44,0.01,11.78,0.01,10.98,0.06,,,,,1.38,,D,2M,Simbad
84.112125,-4.9183056,2518,05 36 26.91,-04 55 05.9,14.03,0.03,13.42,0.03,13.03,0.03,12.37,0.01,11.93,0.01,11.68,0.02,10.87,0.02,8.42,0.12,0.0,-1.16,D,2M,Simbad
83.7167917,-4.9169167,2519,05 34 52.03,-04 55 00.9,14.01,0.02,12.5,0.03,11.69,0.02,10.89,0.01,10.47,0.01,10.14,0.01,9.11,0.01,5.32,0.04,0.67,-0.84,D,2M,Simbad
83.881625,-4.9103889,2520,05 35 31.59,-04 54 37.4,14.88,0.04,13.44,0.03,12.72,0.02,12.11,0.01,11.8,0.01,11.42,0.07,,,,,0.65,,D,2M,Simbad
83.73725,-4.9098889,2521,05 34 56.94,-04 54 35.6,,,15.35,0.1,13.7,0.04,12.57,0.01,12.11,0.01,11.45,0.05,10.15,0.06,,,2.16,-0.03,D,2M,Simbad
83.7620417,-4.90825,2522,05 35 02.89,-04 54 29.7,,,16.0,0.16,13.67,0.04,11.97,0.01,11.36,0.01,10.78,0.03,10.27,0.07,,,3.34,-0.88,D,2M,Simbad
83.7991667,-4.9058333,2523,05 35 11.80,-04 54 21.0,16.23,0.09,14.49,0.06,13.65,0.04,12.66,0.03,12.24,0.02,,,,,,,0.93,,D,2M,Simbad
83.8706667,-4.9056944,2524,05 35 28.96,-04 54 20.5,15.0,0.03,13.84,0.03,13.27,0.02,12.72,0.01,12.51,0.02,11.97,0.13,,,,,0.4,,D,2M,Simbad
83.7263333,-4.9036389,2525,05 34 54.32,-04 54 13.1,14.81,0.04,12.42,0.03,11.25,0.02,10.52,0.01,10.31,0.01,9.93,0.02,9.26,0.05,,,1.52,-1.37,D,2M,Simbad
83.353375,-4.9031389,2526,05 33 24.81,-04 54 11.3,15.29,0.05,14.07,0.03,13.16,0.03,12.04,0.01,11.52,0.01,11.28,0.01,10.85,0.01,7.74,0.07,0.22,-1.51,D,2M,Simbad
83.78425,-4.9026944,2527,05 35 08.22,-04 54 09.7,14.87,0.03,11.97,0.03,10.15,0.02,8.16,0.01,7.36,0.01,6.4,0.01,5.03,0.01,2.42,0.02,1.7,0.78,P,2M,Simbad
83.8296667,-4.9020556,2528,05 35 19.12,-04 54 07.4,13.78,0.03,13.11,0.03,12.88,0.03,12.46,0.01,12.24,0.01,11.51,0.12,,,,,0.02,,D,2M,Simbad
83.8411667,-4.9019444,2529,05 35 21.88,-04 54 07.0,11.83,0.02,11.04,0.03,10.68,0.02,10.03,0.01,9.69,0.01,9.57,0.03,9.1,0.06,,,0.07,-1.82,D,2M,Simbad
83.686625,-4.9013889,2530,05 34 44.79,-04 54 05.0,14.16,0.03,13.47,0.04,13.17,0.03,12.73,0.01,12.41,0.01,12.06,0.07,,,,,0.0,,D,2M,Simbad
83.8029167,-4.9006944,2531,05 35 12.70,-04 54 02.5,16.81,0.14,13.89,0.03,12.33,0.03,10.85,0.02,10.27,0.02,,,,,,,1.91,,D,2M,Simbad
83.769375,-4.9006667,2532,05 35 04.65,-04 54 02.4,16.03,0.08,14.45,0.05,13.71,0.04,12.89,0.03,12.54,0.03,,,,,,,0.81,,D,2M,Simbad
83.5612083,-4.8984444,2533,05 34 14.69,-04 53 54.4,17.0,0.17,15.37,0.11,14.48,0.06,13.69,0.01,13.43,0.01,13.16,0.06,12.57,0.06,,,0.75,-1.56,D,2M,Simbad
83.9543333,-4.8971944,2534,05 35 49.04,-04 53 49.9,14.49,0.03,13.9,0.03,13.52,0.03,12.96,0.01,12.68,0.01,12.16,0.06,,,,,0.0,,D,2M,Simbad
83.6740833,-4.8961667,2535,05 34 41.78,-04 53 46.2,12.31,0.02,11.42,0.03,11.04,0.02,10.54,0.01,10.24,0.01,9.92,0.01,8.93,0.02,5.37,0.02,0.19,-1.01,D,2M,Simbad
83.827625,-4.8959444,2536,05 35 18.63,-04 53 45.4,13.51,0.02,12.78,0.03,12.43,0.02,11.98,0.01,11.75,0.01,11.57,0.12,,,,,0.0,,D,2M,Simbad
83.6745,-4.894,2537,05 34 41.88,-04 53 38.4,12.2,0.02,11.42,0.03,11.04,0.02,10.65,0.01,10.42,0.01,10.22,0.01,9.36,0.03,5.5,0.02,0.05,-1.39,D,2M,Simbad
83.824375,-4.8933333,2538,05 35 17.85,-04 53 36.0,14.21,0.03,12.64,0.03,11.96,0.02,10.87,0.01,10.43,0.01,9.92,0.01,9.13,0.03,,,0.84,-0.82,D,2M,Simbad
83.783875,-4.8921389,2539,05 35 08.13,-04 53 31.7,,,14.36,0.08,13.11,0.07,11.88,0.03,11.54,0.02,,,,,,,1.62,,D,2M,Simbad
83.8160417,-4.8915,2540,05 35 15.85,-04 53 29.4,16.07,0.09,14.36,0.05,13.52,0.03,12.52,0.01,12.1,0.01,11.53,0.07,,,6.0,0.05,0.89,,D,2M,Simbad
83.784625,-4.8912778,2541,05 35 08.31,-04 53 28.6,,,14.62,0.06,13.23,0.04,11.71,0.03,11.22,0.02,,,,,,,1.46,,D,2M,Simbad
83.8265833,-4.8898333,2542,05 35 18.38,-04 53 23.4,12.7,0.02,11.13,0.03,10.11,0.02,9.01,0.01,8.47,0.01,8.06,0.01,7.24,0.01,4.83,0.1,0.6,-0.84,D,2M,Simbad
83.6635833,-4.8896667,2543,05 34 39.26,-04 53 22.8,17.01,0.18,14.74,0.07,13.77,0.04,12.92,0.01,12.57,0.01,12.24,0.06,,,,,1.51,,D,2M,Simbad
83.7001667,-4.8886944,2544,05 34 48.04,-04 53 19.3,14.79,0.04,13.86,0.04,13.13,0.03,12.38,0.01,12.02,0.01,11.71,0.05,,,,,0.0,,D,2M,Simbad
83.78975,-4.8881944,2545,05 35 09.54,-04 53 17.5,15.71,0.07,13.8,0.03,12.86,0.02,11.88,0.01,11.34,0.01,10.9,0.08,,,,,1.09,,D,2M,Simbad
84.0774583,-4.8875833,2546,05 36 18.59,-04 53 15.3,16.51,0.1,15.39,0.11,14.72,0.08,13.74,0.01,13.2,0.01,12.65,0.04,11.58,0.07,6.64,0.06,0.27,-0.38,D,2M,Simbad
83.808625,-4.8864444,2547,05 35 14.07,-04 53 11.2,15.73,0.06,13.59,0.04,12.34,0.02,10.65,0.01,10.1,0.01,9.53,0.01,8.79,0.01,4.83,0.04,1.15,-0.7,D,2M,Simbad
83.825625,-4.8856111,2548,05 35 18.15,-04 53 08.2,14.42,0.03,13.18,0.04,12.46,0.02,11.84,0.01,11.64,0.01,11.36,0.05,,,,,0.39,,D,2M,Simbad
83.8148333,-4.8855278,2549,05 35 15.56,-04 53 07.9,16.97,0.18,15.49,0.1,14.8,0.08,13.33,0.01,12.81,0.01,12.14,0.06,10.42,0.07,,,0.7,0.48,D,2M,Simbad
83.7622917,-4.8848889,2550,05 35 02.95,-04 53 05.6,,,14.96,0.08,13.56,0.05,11.26,0.02,10.88,0.01,9.92,0.08,,,,,1.86,,D,2M,Simbad
83.684625,-4.8835278,2551,05 34 44.31,-04 53 00.7,16.25,0.08,15.31,0.1,14.81,0.08,14.19,0.03,13.9,0.03,,,,,,,0.17,,D,2M,Simbad
83.597625,-4.8816111,2552,05 34 23.43,-04 52 53.8,,,,,,,15.28,0.04,14.15,0.02,13.39,0.09,,,,,,,D,2M,Simbad
83.843875,-4.8769444,2553,05 35 22.53,-04 52 37.0,12.29,0.02,11.21,0.03,10.68,0.02,9.72,0.01,9.09,0.01,8.41,0.01,7.21,0.01,4.04,0.02,0.32,0.03,D,2M,Simbad
83.7641667,-4.8754167,2554,05 35 03.40,-04 52 31.5,15.11,0.04,13.52,0.04,12.82,0.02,12.02,0.02,11.74,0.01,,,,,,,0.84,,D,2M,Simbad
83.6934583,-4.8753889,2555,05 34 46.43,-04 52 31.4,15.64,0.06,14.07,0.04,13.2,0.03,12.41,0.01,12.07,0.01,11.72,0.08,,,,,0.69,,D,2M,Simbad
83.908375,-4.8748889,2556,05 35 38.01,-04 52 29.6,13.79,0.03,13.02,0.03,12.61,0.02,12.25,0.01,11.92,0.01,11.58,0.02,10.88,0.02,,,0.01,-1.27,D,2M,Simbad
83.91875,-4.8739167,2557,05 35 40.50,-04 52 26.1,12.86,0.02,11.99,0.03,11.62,0.02,11.25,0.01,10.98,0.01,10.76,0.01,10.1,0.02,7.08,0.05,0.17,-1.54,D,2M,Simbad
83.8026667,-4.872,2558,05 35 12.64,-04 52 19.2,15.58,0.06,14.33,0.05,13.65,0.04,12.89,0.01,12.52,0.01,12.09,0.08,,,,,0.42,,D,2M,Simbad
83.865,-4.8719722,2559,05 35 27.60,-04 52 19.1,14.11,0.03,13.23,0.04,12.92,0.03,12.41,0.01,12.17,0.01,11.97,0.03,,,,,0.23,,D,2M,Simbad
83.6499583,-4.8716667,2560,05 34 35.99,-04 52 18.0,13.84,0.03,13.17,0.03,12.86,0.02,12.19,0.01,11.78,0.01,11.45,0.02,11.03,0.07,,,0.0,-1.52,D,2M,Simbad
83.6465833,-4.8716389,2561,05 34 35.18,-04 52 17.9,14.38,0.03,12.89,0.03,11.8,0.02,10.66,0.01,9.85,0.01,9.01,0.01,7.89,0.01,3.71,0.02,0.44,0.34,P,2M,Simbad
83.869,-4.871,2562,05 35 28.56,-04 52 15.6,14.34,0.03,13.6,0.03,13.12,0.03,12.57,0.01,12.41,0.01,12.15,0.03,11.57,0.11,,,0.0,-1.67,D,2M,Simbad
84.3714167,-4.8676667,2563,05 37 29.14,-04 52 03.6,12.95,0.04,12.32,0.03,12.02,0.03,11.45,0.01,11.22,0.01,10.95,0.01,10.41,0.01,7.53,0.05,0.0,-1.64,D,2M,Simbad
83.8685833,-4.8652222,2564,05 35 28.46,-04 51 54.8,13.65,0.03,12.97,0.03,12.56,0.03,12.05,0.01,11.8,0.01,11.48,0.02,10.78,0.05,,,0.0,-1.37,D,2M,Simbad
83.8387917,-4.8638333,2565,05 35 21.31,-04 51 49.8,13.83,0.03,12.89,0.03,12.44,0.02,11.77,0.01,11.43,0.01,11.04,0.03,10.01,0.04,,,0.2,-0.82,D,2M,Simbad
83.6240417,-4.86325,2566,05 34 29.77,-04 51 47.7,13.24,0.02,11.78,0.03,10.91,0.02,9.45,0.01,9.05,0.01,8.53,0.01,7.82,0.01,4.74,0.02,0.56,-0.94,D,2M,Simbad
83.8055417,-4.8624444,2567,05 35 13.33,-04 51 44.8,8.09,0.03,7.74,0.03,7.58,0.03,7.47,0.01,7.42,0.01,7.37,0.01,7.32,0.01,4.61,0.03,0.0,-2.66,D,2M,Simbad
83.8235833,-4.8620833,2568,05 35 17.66,-04 51 43.5,14.91,0.04,13.64,0.04,13.05,0.03,12.23,0.01,11.96,0.01,11.7,0.04,11.36,0.13,5.64,0.04,0.51,-1.84,D,2M,Simbad
83.6812917,-4.8601389,2569,05 34 43.51,-04 51 36.5,12.82,0.02,12.06,0.03,11.78,0.02,11.64,0.01,11.59,0.01,11.27,0.04,10.73,0.12,6.33,0.04,0.1,-1.76,D,2M,Simbad
83.5195417,-4.8586111,2570,05 34 04.69,-04 51 31.0,14.83,0.04,14.17,0.05,13.85,0.04,13.38,0.01,13.15,0.01,12.92,0.05,12.39,0.07,,,0.0,-1.71,D,2M,Simbad
83.5474167,-4.8562778,2571,05 34 11.38,-04 51 22.6,12.35,0.02,11.5,0.03,11.08,0.02,10.65,0.01,10.41,0.01,10.3,0.01,9.77,0.01,6.67,0.03,0.11,-1.86,D,2M,Simbad
83.8563333,-4.8556944,2572,05 35 25.52,-04 51 20.5,12.29,0.02,11.28,0.03,10.69,0.02,9.98,0.01,9.45,0.01,9.22,0.01,8.17,0.01,4.28,0.03,0.19,-0.83,D,2M,Simbad
84.2099167,-4.85425,2573,05 36 50.38,-04 51 15.3,14.58,0.04,13.95,0.04,13.57,0.03,12.98,0.01,12.63,0.01,12.24,0.03,11.24,0.03,8.43,0.09,0.0,-0.86,D,2M,Simbad
83.888875,-4.8530556,2574,05 35 33.33,-04 51 11.0,12.7,0.02,11.83,0.03,11.43,0.02,10.96,0.01,10.66,0.01,10.41,0.01,9.9,0.02,,,0.14,-1.63,D,2M,Simbad
83.9875833,-4.8523056,2575,05 35 57.02,-04 51 08.3,14.61,0.03,14.06,0.04,13.69,0.02,13.25,0.01,13.02,0.01,12.74,0.03,12.02,0.05,,,0.0,-1.44,D,2M,Simbad
83.8875833,-4.8503056,2576,05 35 33.02,-04 51 01.1,14.11,0.03,13.23,0.04,12.74,0.02,12.1,0.01,11.79,0.01,11.47,0.02,10.84,0.04,,,0.1,-1.39,D,2M,Simbad
83.8157083,-4.8483889,2577,05 35 15.77,-04 50 54.2,13.57,0.03,12.75,0.03,12.41,0.02,11.83,0.01,11.45,0.01,10.98,0.01,10.1,0.03,,,0.12,-0.84,D,2M,Simbad
83.7654583,-4.8480278,2578,05 35 03.71,-04 50 52.9,11.47,0.02,10.37,0.03,9.6,0.02,8.92,0.01,8.38,0.01,8.09,0.01,7.22,0.02,3.83,0.02,0.17,-0.95,D,2M,Simbad
83.7427917,-4.8476944,2579,05 34 58.27,-04 50 51.7,13.3,0.02,12.38,0.03,11.92,0.02,11.23,0.01,10.89,0.01,10.38,0.03,9.61,0.09,,,0.16,-0.94,D,2M,Simbad
83.701875,-4.8475278,2580,05 34 48.45,-04 50 51.1,13.42,0.02,12.7,0.03,12.38,0.02,11.81,0.01,11.36,0.01,10.98,0.02,10.11,0.05,6.68,0.05,0.02,-0.91,D,2M,Simbad
83.5195833,-4.8471111,2581,05 34 04.70,-04 50 49.6,13.92,0.03,13.28,0.03,12.99,0.03,12.58,0.01,12.34,0.01,12.12,0.02,11.25,0.03,7.82,0.07,0.0,-1.34,D,2M,Simbad
83.6665833,-4.8465833,2582,05 34 39.98,-04 50 47.7,14.05,0.02,13.07,0.03,12.64,0.02,12.07,0.01,11.81,0.01,11.54,0.03,10.79,0.07,,,0.27,-1.39,D,2M,Simbad
83.8395417,-4.8458611,2583,05 35 21.49,-04 50 45.1,9.86,0.02,9.18,0.03,8.94,0.02,8.3,0.01,8.08,0.01,7.8,0.01,7.08,0.01,2.97,0.02,0.03,-1.43,D,2M,Simbad
83.5435833,-4.843,2584,05 34 10.46,-04 50 34.8,10.99,0.02,10.28,0.03,9.95,0.02,9.05,0.01,8.73,0.01,8.44,0.01,8.14,0.01,5.95,0.02,0.0,-1.78,D,2M,Simbad
83.588625,-4.8423889,2585,05 34 21.27,-04 50 32.6,13.85,0.03,13.06,0.03,12.72,0.02,12.37,0.01,12.13,0.01,11.73,0.02,10.68,0.02,5.91,0.02,0.09,-0.89,D,2M,Simbad
83.543625,-4.8408889,2586,05 34 10.47,-04 50 27.2,13.51,0.03,12.81,0.04,12.47,0.03,12.03,0.01,11.85,0.01,11.57,0.02,10.82,0.02,7.14,0.04,0.0,-1.45,D,2M,Simbad
83.5525417,-4.8401944,2587,05 34 12.61,-04 50 24.7,10.5,0.02,9.68,0.03,9.28,0.02,8.68,0.01,8.42,0.01,8.08,0.01,7.55,0.01,5.08,0.03,0.09,-1.53,D,2M,Simbad
83.9502917,-4.8390278,2588,05 35 48.07,-04 50 20.5,13.21,0.02,12.65,0.03,12.3,0.02,11.88,0.01,11.69,0.01,11.47,0.01,10.94,0.02,7.72,0.07,0.0,-1.76,D,2M,Simbad
83.84925,-4.8378611,2589,05 35 23.82,-04 50 16.3,,,,,10.44,0.06,10.36,0.02,10.09,0.01,9.6,0.02,8.34,0.03,,,,-0.51,D,2M,Simbad
83.8863333,-4.8365278,2590,05 35 32.72,-04 50 11.5,11.24,0.05,10.22,0.05,9.62,0.03,8.73,0.01,8.34,0.01,7.96,0.01,7.3,0.01,4.8,0.04,0.2,-1.2,D,2M,Simbad
83.8505833,-4.8358333,2591,05 35 24.14,-04 50 09.0,,,12.1,0.05,11.71,0.03,10.96,0.01,10.41,0.01,9.59,0.01,7.6,0.02,2.57,0.03,0.0,1.01,D,2M,Simbad
83.5507917,-4.8352778,2592,05 34 12.19,-04 50 07.0,13.43,0.03,12.37,0.03,11.51,0.02,11.89,0.01,11.2,0.01,10.63,0.01,9.38,0.01,5.94,0.02,0.05,0.0,D,2M,Simbad
83.77825,-4.8338333,2593,05 35 06.78,-04 50 01.8,16.99,0.19,,,15.4,0.16,14.53,0.02,13.65,0.02,12.6,0.05,10.9,0.04,6.82,0.05,,1.34,P,2M,Simbad
83.6985,-4.8336111,2594,05 34 47.64,-04 50 01.0,12.74,0.03,11.48,0.03,10.95,0.02,10.59,0.01,10.47,0.01,10.34,0.02,9.34,0.03,4.37,0.03,0.55,-1.44,D,2M,Simbad
84.0386667,-4.8335556,2595,05 36 09.28,-04 50 00.8,12.8,0.02,12.09,0.03,11.8,0.02,11.23,0.01,10.94,0.01,10.69,0.01,9.97,0.01,7.37,0.05,0.03,-1.41,D,2M,Simbad
84.011,-4.8333611,2596,05 36 02.64,-04 50 00.1,14.49,0.03,13.91,0.04,13.57,0.03,13.02,0.01,12.67,0.01,12.41,0.03,11.69,0.1,,,0.0,-1.34,D,2M,Simbad
83.7022083,-4.8324167,2597,05 34 48.53,-04 49 56.7,13.97,0.03,12.07,0.03,11.16,0.02,10.13,0.01,9.57,0.01,9.51,0.02,8.66,0.03,5.34,0.03,1.09,-1.27,D,2M,Simbad
83.6252083,-4.8306389,2598,05 34 30.05,-04 49 50.3,12.01,0.02,11.27,0.03,10.96,0.02,10.51,0.01,10.33,0.01,10.28,0.01,10.02,0.02,6.83,0.05,0.06,-2.31,D,2M,Simbad
83.8360417,-4.8304444,2599,05 35 20.65,-04 49 49.6,14.37,0.02,13.75,0.04,13.35,0.03,12.76,0.01,12.36,0.01,11.98,0.04,11.23,0.07,,,0.0,-1.09,D,2M,Simbad
83.729625,-4.8281389,2600,05 34 55.11,-04 49 41.3,13.53,0.02,12.54,0.03,11.88,0.02,11.07,0.01,10.63,0.01,10.65,0.03,,,,,0.11,,D,2M,Simbad
83.8570833,-4.8253056,2601,05 35 25.70,-04 49 31.1,12.93,0.02,12.24,0.03,11.95,0.02,11.11,0.01,10.68,0.01,10.25,0.01,9.37,0.01,,,0.0,-0.85,D,2M,Simbad
83.7990833,-4.8250278,2602,05 35 11.78,-04 49 30.1,13.48,0.03,12.67,0.03,12.12,0.02,11.01,0.01,10.54,0.01,10.02,0.01,9.35,0.01,5.68,0.04,0.0,-0.92,D,2M,Simbad
84.3234167,-4.8248333,2603,05 37 17.62,-04 49 29.4,16.11,0.1,15.45,0.12,14.97,0.15,14.54,0.01,14.24,0.02,13.85,0.09,13.28,0.1,,,0.0,-1.37,D,2M,Simbad
83.5680417,-4.8241389,2604,05 34 16.33,-04 49 26.9,13.05,0.03,12.35,0.03,12.09,0.02,11.71,0.01,11.56,0.01,11.39,0.01,11.01,0.04,8.3,0.08,0.03,-2.03,D,2M,Simbad
83.8597083,-4.8239722,2605,05 35 26.33,-04 49 26.3,13.22,0.02,12.55,0.03,12.28,0.02,11.75,0.01,11.37,0.01,10.9,0.01,10.08,0.02,,,0.0,-0.92,D,2M,Simbad
83.7635417,-4.8224167,2606,05 35 03.25,-04 49 20.7,9.96,0.02,9.08,0.03,8.51,0.02,7.68,0.01,7.25,0.01,7.05,0.01,6.55,0.01,3.97,0.01,0.04,-1.59,D,2M,Simbad
83.2572917,-4.8218056,2607,05 33 01.75,-04 49 18.5,13.37,0.02,12.38,0.02,11.52,0.02,10.5,0.01,9.77,0.01,9.35,0.01,8.37,0.01,5.3,0.01,0.0,-0.46,D,2M,Simbad
83.967,-4.8208611,2608,05 35 52.08,-04 49 15.1,13.72,0.03,13.03,0.03,12.61,0.02,11.87,0.01,11.52,0.01,11.21,0.01,10.6,0.01,8.21,0.11,0.0,-1.38,D,2M,Simbad
83.6540417,-4.8196944,2609,05 34 36.97,-04 49 10.9,14.48,0.03,13.41,0.04,12.89,0.02,11.94,0.01,11.65,0.01,11.4,0.02,10.89,0.04,7.68,0.07,0.33,-1.64,D,2M,Simbad
83.8933333,-4.8175278,2610,05 35 34.40,-04 49 03.1,15.3,0.05,14.72,0.06,14.35,0.06,13.91,0.02,13.6,0.03,,,,,,,0.0,,D,2M,Simbad
83.657125,-4.8159722,2611,05 34 37.71,-04 48 57.5,13.21,0.03,12.22,0.03,11.91,0.02,11.74,0.01,11.69,0.01,11.6,0.02,11.35,0.05,6.59,0.04,0.35,-2.39,D,2M,Simbad
83.8943333,-4.8159444,2612,05 35 34.64,-04 48 57.4,15.58,0.06,13.91,0.04,12.58,0.03,10.73,0.01,10.12,0.01,9.31,0.01,8.36,0.01,5.43,0.05,0.49,-0.07,D,2M,Simbad
83.6920417,-4.8126389,2613,05 34 46.09,-04 48 45.5,,,,,,,14.57,0.02,13.63,0.01,12.72,0.08,11.7,0.09,,,,0.46,D,2M,Simbad
83.774375,-4.8119167,2614,05 35 05.85,-04 48 42.9,12.21,0.02,11.16,0.03,10.57,0.02,9.88,0.01,9.52,0.01,9.33,0.01,8.58,0.01,5.85,0.03,0.24,-1.4,D,2M,Simbad
83.7106667,-4.8102778,2615,05 34 50.56,-04 48 37.0,14.82,0.03,13.55,0.04,12.64,0.02,11.52,0.01,10.95,0.01,10.57,0.02,9.79,0.05,6.93,0.05,0.29,-0.89,D,2M,Simbad
83.75225,-4.8098889,2616,05 35 00.54,-04 48 35.6,14.31,0.03,13.22,0.04,12.37,0.02,11.23,0.01,10.64,0.01,10.15,0.01,9.3,0.03,6.44,0.04,0.09,-0.64,D,2M,Simbad
83.7622917,-4.8091389,2617,05 35 02.95,-04 48 32.9,13.21,0.02,12.51,0.03,12.19,0.03,11.78,0.01,11.58,0.01,11.15,0.02,10.02,0.03,6.79,0.04,0.01,-0.81,D,2M,Simbad
83.8449583,-4.8082222,2618,05 35 22.79,-04 48 29.6,11.86,0.02,11.05,0.03,10.74,0.02,10.12,0.01,9.91,0.01,9.56,0.01,9.04,0.01,,,0.15,-1.57,D,2M,Simbad
83.6422917,-4.8077778,2619,05 34 34.15,-04 48 28.0,12.68,0.02,11.94,0.03,11.71,0.02,11.4,0.01,11.23,0.01,10.99,0.02,10.17,0.06,6.59,0.04,0.11,-1.43,D,2M,Simbad
83.7297083,-4.8076111,2620,05 34 55.13,-04 48 27.4,11.13,0.02,10.41,0.03,10.17,0.02,10.08,0.01,10.07,0.01,9.99,0.02,9.95,0.09,4.56,0.02,0.07,-2.67,D,2M,Simbad
83.8465,-4.8075278,2621,05 35 23.16,-04 48 27.1,16.15,0.16,15.16,0.12,14.5,0.1,13.28,0.01,12.78,0.01,12.31,0.03,10.86,0.05,,,0.11,-0.1,D,2M,Simbad
83.4639583,-4.8061667,2622,05 33 51.35,-04 48 22.2,12.48,0.02,11.61,0.03,11.27,0.02,10.7,0.01,10.46,0.01,10.03,0.01,9.61,0.01,7.44,0.06,0.19,-1.55,D,2M,Simbad
83.802125,-4.8058889,2623,05 35 12.51,-04 48 21.2,14.87,0.04,14.08,0.04,13.65,0.04,12.96,0.01,12.66,0.01,12.29,0.03,11.55,0.05,,,0.03,-1.21,D,2M,Simbad
83.6815,-4.8058333,2624,05 34 43.56,-04 48 21.0,14.96,0.04,14.44,0.07,14.02,0.05,13.6,0.01,13.29,0.01,12.91,0.11,,,,,0.0,,D,2M,Simbad
83.7114583,-4.8056111,2625,05 34 50.75,-04 48 20.2,15.35,0.05,14.47,0.05,13.94,0.04,13.11,0.01,12.47,0.01,11.78,0.05,10.64,0.1,,,0.06,0.0,D,2M,Simbad
83.7539167,-4.8051944,2626,05 35 00.94,-04 48 18.7,12.38,0.02,11.58,0.03,11.26,0.02,10.79,0.01,10.5,0.01,10.14,0.01,9.33,0.02,6.77,0.04,0.12,-1.16,D,2M,Simbad
83.83225,-4.805,2627,05 35 19.74,-04 48 18.0,14.05,0.03,12.98,0.03,12.38,0.02,11.69,0.01,11.31,0.01,11.03,0.01,10.55,0.02,,,0.27,-1.55,D,2M,Simbad
