angDist,_RAJ2000,_DEJ2000,recno,SST,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,M2,_RA,_DE,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD
1.058811,66.185417,26.170556,79,042444.5+261014,IRAS04216+2603,,8.08,0.05,,7.57,0.05,,7.14,0.05,,6.32,0.05,,3.53,0.04,,0.16,0.22,,-2.47,0.22,yes,yes,yes,yes,yes,,1,IRAS04216+2603,yso,class II,II,M1,,3.4,-0.4,,0.29,,66.1854,26.1706,04244457+2610141,66.185743,+26.170586,0.060,0.060,90,10.796,9.753,9.053,0.021,0.028,0.021,AAA,222,0,2450781.8037
1.101514,66.1875,27.028889,80,042445.0+270144,J1-4423,,10.21,0.05,,10.15,0.05,,10.06,0.06,,10.11,0.06,>,9.49,,>,1.05,,,,,,,,no,no,,1,[HJS91] 4423,,star,III,M5,,0.1,-1.1,<,9.5E-4,,66.1875,27.0289,04244506+2701447,66.187758,+27.029091,0.070,0.060,0,11.340,10.714,10.458,0.021,0.027,0.022,AAA,222,0,2450781.8031
0.710095,66.204167,26.719444,81,042449.0+264310,RXJ0424.8,,7.73,0.05,,7.7,0.05,,7.69,0.05,,7.65,0.05,,7.4,0.06,>,1.02,,,,,,no,no,no,no,,1,[WKS96] RX J0424.8+2643A,yso,star,III,K1,,1.2,0.4,<,6.1E-5,,66.2042,26.7194,04244904+2643104,66.204348,+26.719557,0.070,0.060,0,8.609,7.994,7.783,0.027,0.016,0.016,AAA,111,0,2450781.8033
1.180725,66.2375,27.198889,82,042457.0+271156,IP Tau,,7.77,0.05,,7.45,0.05,,7.24,0.05,,6.6,0.05,,3.48,0.04,,0.74,0.22,,,,yes,yes,yes,yes,yes,,1,IP Tau,yso,class II,II,M0,,1.9,-0.2,,0.1,,66.2375,27.1989,04245708+2711565,66.237834,+27.199028,0.070,0.060,0,9.781,8.893,8.349,0.021,0.017,0.018,AAA,211,0,2450781.8029
1.125036,66.323333,26.297222,83,042517.6+261750,J1-4872 AB,,8.21,0.05,,8.2,0.05,,8.08,0.05,,8.06,0.05,,7.77,0.07,>,1.1,,,,,,no,no,no,no,,1,[HJS91] 4872,yso,star,III,K7,,3.7,0.2,<,2.6E-5,,66.3233,26.2972,04251767+2617504,66.323658,+26.297335,0.060,0.060,90,9.537,8.475,8.545,0.030,0.029,0.034,EAE,212,0,2450781.8075
1.462452,66.622083,26.403611,84,042629.3+262413,KPNO-3,,11.41,0.05,,10.99,0.05,,10.49,0.06,,9.72,0.05,,6.86,0.05,>,1.09,,,,,,yes,yes-faint,yes,yes,,1,[BLH2002] KPNO-Tau 3,yso,class II,II,M6,,1.6,-1.7,,0.13,,66.6221,26.4036,04262939+2624137,66.622465,+26.403830,0.060,0.060,0,13.323,12.501,12.079,0.022,0.022,0.021,AAA,222,0,2450782.7245
1.112102,66.627083,24.731944,85,042630.5+244355,J04263055+2443558,,12.57,0.05,,12.21,0.06,,11.76,0.06,,11.08,0.06,,8.87,0.15,>,1.09,,,,,,yes,no,no,yes,,1,2MASS J04263055+2443558,yso,class II,II,M8.75,,0.6,-2.4,,0.16,,66.6271,24.7319,04263055+2443558,66.627293,+24.732187,0.080,0.070,90,14.666,13.943,13.398,0.026,0.043,0.033,AAA,222,0,2450782.7257
0.541308,66.722917,26.115,86,042653.5+260654,FV Tau AB,<,6.62,,<,6.1,,,5.23,0.05,,4.56,0.05,,1.54,0.04,,-0.45,0.22,,,,yes,yes,yes,,,,1,FV Tau,,,II,K5,,8.7,0.6,,0.13,,66.7229,26.115,04265352+2606543,66.723039,+26.115103,0.060,0.060,90,9.917,8.325,7.442,0.022,0.024,0.020,AAA,211,0,2450782.7283
0.110598,66.726667,26.114167,87,042654.4+260651,FV Tau/c AB,,8.01,0.05,,7.58,0.05,,7.05,0.05,,6.29,0.05,,3.88,0.04,>,0.72,,>,-1.64,,,yes,yes,yes,yes,,1,CoKu FV Tau c,yso,class II,II,M3.5,,5.9,-0.2,,0.096,,66.7267,26.1142,04265440+2606510,66.726698,+26.114180,0.060,0.060,90,10.800,9.487,8.869,0.022,0.022,0.022,AAA,222,0,2450782.7283
1.361068,66.734167,24.726389,88,042656.2+244335,IRAS04239+2436,,7.61,0.05,,6.32,0.05,,5.38,0.05,,4.5,0.05,<,0.45,,,-2.25,0.22,,-4.63,0.34,,,,yes,yes,,1,IRAS04239+2436,,embedded,I,,,,,,,c,66.7342,24.7264,04265629+2443353,66.734571,+24.726480,0.070,0.070,0,15.754,12.353,9.992,0.092,0.039,0.023,AAA,222,1,2450782.7273
0.533977,66.73875,26.107778,89,042657.3+260628,KPNO-13,,8.75,0.05,,8.33,0.05,,7.99,0.06,,7.35,0.05,,5.32,0.04,>,0.93,,>,-2.25,,,yes,yes,yes,yes,,1,[BLH2002] KPNO-Tau 13,yso,class II,II,M5,,4.3,-0.6,,0.078,,66.7387,26.1078,04265732+2606284,66.738857,+26.107891,0.060,0.060,90,11.281,10.172,9.580,0.022,0.022,0.021,AAA,222,0,2450782.7283
0.938161,66.760833,26.091667,90,042702.6+260530,DG Tau B,,8.77,0.05,,,,,5.88,0.05,,5.24,0.05,,0.78,0.04,,-2.24,0.22,,-5.12,0.34,yes,yes,yes,,,b,2,NAME DG Tau B,,,I,,,,,,,,66.7608,26.0917,04270266+2605304,66.761087,+26.091793,0.130,0.090,135,15.600,13.317,11.819,0.072,,,AUU,266,0,2450782.7283
0.313469,66.761667,25.706111,91,042702.8+254222,DF Tau AB,<,6.62,,<,6.1,,,5.08,0.05,,4.5,0.05,,2.19,0.04,,0.7,0.22,,,,yes,yes,yes,,,,1,DF Tau,,,II,M3,,2.4,0.5,,0.11,,66.7617,25.7061,04270280+2542223,66.761671,+25.706198,0.060,0.060,0,8.171,7.256,6.734,0.026,0.023,0.024,AAA,111,0,2450782.7280
1.354821,66.769167,26.104444,92,042704.6+260616,DG Tau A,<,6.62,,<,6.1,,,4.67,0.05,,3.55,0.05,<,0.45,,<,-2.3,,<,-4.46,,,,,,,"b,c",1,DG Tau,,,II,K5e,-90.7,3.2,0.5,,0.2,"a,b",66.7692,26.1044,04270469+2606163,66.769575,+26.104530,0.060,0.060,90,8.691,7.722,6.992,0.018,0.031,0.020,AAA,111,0,2450782.7283
1.338923,66.86625,26.201389,93,042727.9+261205,KPNO-4,,12.57,0.05,,12.37,0.06,,12.21,0.06,,12.08,0.06,,10.66,0.28,>,1.05,,,,,,yes,no,no,no,,1,[BLH2002] KPNO-Tau 4,not yso,star,II,M9.5,,2.8,-2.3,,0.037,,66.8662,26.2014,04272799+2612052,66.866656,+26.201464,0.060,0.060,90,14.997,14.025,13.281,0.035,0.038,0.032,AAA,222,0,2450782.7343
1.148744,66.93875,23.956667,94,042745.3+235724,CFHT-15,,13.24,0.06,,13.15,0.06,,13.25,0.07,,13.05,0.1,>,10.55,,>,1.06,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 15,,star,III,M8.25,,0.3,-2.5,<,0.0043,,66.9387,23.9567,04274538+2357243,66.939085,+23.956757,0.070,0.060,0,14.933,14.236,13.689,0.040,0.047,0.050,AAA,222,0,2450752.9251
0.316547,66.98875,26.321667,95,042757.3+261918,IRAS04248+2612 AB,,9.83,0.06,,9.1,0.05,,8.28,0.05,,7.1,0.05,,2.27,0.04,,-1.52,0.22,,-4.39,0.34,yes,yes,yes,yes,yes,,2,IRAS 04248+2612,yso,embedded,flat,M5.5,,5.8,-0.6,,0.55,,66.9887,26.3217,04275730+2619183,66.988779,+26.321751,0.080,0.060,0,13.235,11.795,11.026,0.053,0.047,0.040,EEE,222,1,2450782.7382
1.019034,67.1775,27.234167,97,042842.6+271403,J04284263+2714039 AB,,9.76,0.05,,9.53,0.05,,9.21,0.05,,8.83,0.05,,6.21,0.05,>,0.88,,,,,,yes,yes,yes,yes,,1,2MASS J04284263+2714039,yso,class II,II,M5.25,,3.7,-1.0,,0.05,,67.1775,27.2342,04284263+2714039,67.177645,+27.234419,0.060,0.060,90,12.108,11.068,10.455,0.021,0.016,0.020,AAA,222,0,2450782.7432
1.145798,67.2525,27.9175,98,042900.6+275503,J04290068+2755033,,12.3,0.05,,11.99,0.05,,11.6,0.06,,10.92,0.06,,8.06,0.07,>,0.88,,,,,,yes,no,no,yes,,1,2MASS J04290068+2755033,yso,class II,II,M8.25,,0.3,-2.1,,0.11,,67.2525,27.9175,04290068+2755033,67.252838,+27.917610,0.060,0.060,0,14.016,13.325,12.853,0.025,0.028,0.025,AAA,222,0,2450782.7490
1.219060,67.270417,26.818611,99,042904.9+264907,IRAS04260+2642,,10.08,0.05,,9.4,0.05,,8.83,0.05,,8.07,0.05,,3.6,0.04,,0.06,0.22,,,,yes,yes,yes,yes,yes,,1,IRAS04260+2642,yso,class II,I,K6,,9.1,-1.3,,0.57,,67.2704,26.8186,04290498+2649073,67.270784,+26.818697,0.060,0.060,73,14.680,13.025,11.883,0.033,0.025,0.021,AAA,222,0,2450782.7482
0.711092,67.33625,26.561111,100,042920.7+263340,J1-507,,8.56,0.05,,8.55,0.05,,8.47,0.05,,8.46,0.05,,8.29,0.1,>,1.04,,,,,,no,no,no,no,,1,[HJS91] 507,yso,star,III,M4,,0.9,-0.4,<,4.3E-5,,67.3362,26.5611,04292071+2633406,67.336297,+26.561304,0.080,0.070,0,9.821,9.089,8.791,0.021,0.024,0.018,AAA,222,0,2450782.7534
1.182682,67.34,27.023611,101,042921.6+270125,IRAS04263+2654,,8.06,0.05,,7.67,0.05,,7.31,0.05,,6.69,0.05,,3.41,0.04,,1.11,0.22,,,,yes,yes,yes,yes,yes,,1,IRAS04263+2654,yso,class II,II,M6.0,,5.9,-0.3,,0.094,,67.34,27.0236,04292165+2701259,67.340221,+27.023874,0.080,0.060,0,10.801,9.496,8.725,0.022,0.022,0.017,AAA,222,0,2450782.7531
0.544159,67.34875,24.55,102,042923.7+243300,GV Tau AB,<,6.62,,<,6.1,,<,3.49,,<,3.52,,<,0.45,,<,-2.3,,<,-1.49,,,,,,,"c,d",1,GV Tau,,,I,mid-K +emiss,-296.0,11.9,0.3,<,0.92,"a,b",67.3487,24.55,04292373+2433002,67.348893,+24.550077,0.060,0.060,90,11.544,9.587,8.054,0.025,0.023,0.024,AAA,221,0,2450782.7549
0.251978,67.37375,26.281389,103,042929.7+261653,FW Tau ABC,,9.09,0.05,,9.01,0.05,,8.88,0.05,,8.88,0.05,,7.52,0.06,>,1.07,,,,,,yes,yes,no,no,,1,FW Tau,yso,star,III,M4,,0.3,-0.6,,0.0019,,67.3737,26.2814,04292971+2616532,67.373792,+26.281448,0.070,0.060,0,10.340,9.675,9.388,0.022,0.022,0.018,AAA,222,0,2450782.7536
1.094028,67.375,24.665278,104,042930.0+243955,IRAS04264+2433,,10.21,0.05,,9.43,0.05,,8.6,0.05,,6.72,0.05,,1.12,0.04,,-1.37,0.22,>,-1.94,,yes,yes,yes,yes,yes,,1,IRAS04264+2433,yso,embedded,I,M1,,9.5,-0.9,,0.75,,67.375,24.6653,04293008+2439550,67.375334,+24.665293,0.060,0.060,90,13.728,11.982,11.135,0.036,0.031,0.027,AAA,222,0,2450782.7548
0.822924,67.422917,26.549444,105,042941.5+263258,DH Tau AB,,7.63,0.05,,7.33,0.05,,7.2,0.05,,6.86,0.05,,3.37,0.04,,0.82,0.22,,,,yes,yes,yes,yes,yes,,1,DH Tau,yso,star,II,M1,,2.5,-0.1,,0.086,,67.4229,26.5494,04294155+2632582,67.423158,+26.549520,0.080,0.070,0,9.767,8.824,8.178,0.021,0.026,0.026,AAA,211,0,2450782.7534
1.058612,67.426667,26.546944,106,042942.4+263249,DI Tau AB,,8.21,0.05,,8.22,0.05,,8.14,0.05,,8.11,0.05,,,,>,0.72,,,,,,,,no,no,,1,DI Tau,,star,III,M0,,0.5,-0.1,<,0.0011,,67.4267,26.5469,04294247+2632493,67.426981,+26.547031,0.080,0.070,0,9.323,8.599,8.391,0.026,0.024,0.020,AAA,112,0,2450782.7534
1.344599,67.44,26.512778,107,042945.6+263046,KPNO-5,,11.05,0.05,,11.02,0.05,,10.94,0.06,,10.83,0.06,>,9.71,,>,0.9,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 5,,star,III,M7.5,,0.6,-1.6,<,0.0025,,67.44,26.5128,04294568+2630468,67.440334,+26.513002,0.080,0.070,0,12.640,11.918,11.536,0.024,0.024,0.018,AAA,222,0,2450782.7534
1.230999,67.464583,26.112222,108,042951.5+260644,IQ Tau,,6.81,0.05,,6.37,0.05,,6.07,0.05,,5.53,0.05,,2.82,0.04,,0.32,0.22,,,,yes,yes,yes,yes,yes,,1,IQ Tau,yso,class II,II,M0.5,,2.9,0.1,,0.19,,67.4646,26.1122,04295156+2606448,67.464844,+26.112471,0.080,0.060,0,9.415,8.417,7.779,0.020,0.023,0.023,AAA,211,0,2450782.7574
0.860016,67.497917,24.551944,109,042959.5+243307,CFHT-20,,9.02,0.05,,8.55,0.05,,8.32,0.05,,7.84,0.05,,4.91,0.04,,2.06,0.22,,,,yes,yes,yes,yes,yes,,1,[MDM2001] CFHT-BD-Tau 20,yso,class II,II,M5.5,,4.6,-0.7,,0.1,,67.4979,24.5519,04295950+2433078,67.497950,+24.552181,0.060,0.060,0,11.683,10.536,9.810,0.024,0.027,0.021,AAA,222,0,2450782.7562
0.990393,67.53,26.138889,110,043007.2+260820,KPNO-6,,13.12,0.06,,12.77,0.06,,12.42,0.06,,11.58,0.06,,9.2,0.19,>,1.01,,,,,,yes-faint,no,no,yes,,1,[BLH2002] KPNO-Tau 6,not yso,class II,II,M8.5,,1.2,-2.4,,0.1,,67.53,26.1389,04300724+2608207,67.530184,+26.139109,0.080,0.060,0,14.995,14.197,13.689,0.031,0.039,0.037,AAA,222,0,2450782.7574
1.243952,67.598333,23.986667,111,043023.6+235912,CFHT-16,,13.23,0.06,,13.15,0.06,,13.04,0.08,,12.99,0.09,>,10.54,,>,1.0,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 16,,star,III,M8.5,,0.5,-2.5,<,0.0038,,67.5983,23.9867,04302365+2359129,67.598562,+23.986942,0.080,0.060,88,14.960,14.244,13.698,0.037,0.043,0.053,AAA,222,0,2450753.7940
0.193484,67.623333,24.445833,112,043029.6+242645,FX Tau AB,,7.22,0.05,,6.96,0.05,,6.69,0.05,,5.97,0.05,,3.03,0.04,,1.09,0.22,,,,yes,yes,yes,yes,yes,,1,FX Tau,yso,class II,II,M1,,2.9,0.1,,0.081,,67.6233,24.4458,04302961+2426450,67.623390,+24.445847,0.060,0.060,90,9.388,8.398,7.924,0.024,0.018,0.016,AAA,211,0,2450782.7718
0.834989,67.684167,26.023333,113,043044.2+260124,DK Tau AB,<,6.62,,<,6.1,,,5.52,0.05,,4.78,0.05,,1.85,0.04,,0.08,0.22,,0.57,0.22,yes,yes,yes,,,,1,DK Tau,,,II,K7,,2.9,0.4,,0.13,,67.6842,26.0233,04304425+2601244,67.684380,+26.023464,0.070,0.060,0,8.719,7.758,7.096,0.030,0.024,0.016,AAA,111,0,2450782.7706
1.390463,67.709167,23.002222,114,043050.2+230008,IRAS04278+2253,<,6.62,,<,6.1,,<,3.49,,<,3.52,,<,0.45,,,-1.87,0.22,,-3.88,0.34,,,,,,,1,IRAS04278+2253,,,II,F1,,13.6,1.8,,0.075,,67.7092,23.0022,04305028+2300088,67.709500,+23.002457,0.070,0.060,0,8.778,7.040,5.855,0.024,0.015,0.023,AAA,111,0,2451483.8585
1.099829,67.71375,24.706111,115,043051.3+244222,ZZ Tau AB,,8.08,0.05,,7.9,0.05,,7.61,0.05,,6.94,0.05,,4.53,0.04,>,0.72,,>,-4.46,,,yes,yes,yes,yes,b,1,ZZ Tau,yso,class II,II,M5,-9.7,1.6,-0.2,,0.029,b,67.7137,24.7061,04305137+2442222,67.714076,+24.706186,0.060,0.060,90,9.495,8.695,8.441,0.021,0.029,0.021,AAA,212,0,2450782.7716
0.543022,67.715417,24.696389,116,043051.7+244147,ZZ Tau IRS,,8.11,0.05,,7.38,0.05,,6.73,0.05,,5.78,0.05,,2.01,0.04,,-0.99,0.22,,-3.61,0.22,yes,yes,yes,yes,yes,b,1,ZZ Tau IRS,yso,class II,flat,M4.5,,6.9,-0.9,,0.76,,67.7154,24.6964,04305171+2441475,67.715473,+24.696531,0.060,0.060,90,12.842,11.435,10.314,0.023,0.026,0.023,AAA,222,0,2450782.7716
1.268902,67.737917,25.944167,117,043057.1+255639,KPNO-7,,12.62,0.05,,12.28,0.05,,11.99,0.06,,11.25,0.06,,8.62,0.12,>,1.23,,,,,,yes,no,no,yes,,1,[BLH2002] KPNO-Tau 7,not yso,class II,II,M8.25,,0.3,-2.3,,0.13,,67.7379,25.9442,04305718+2556394,67.738280,+25.944300,0.060,0.060,90,14.521,13.828,13.272,0.033,0.027,0.033,AAA,222,0,2450782.7741
1.129932,67.81,27.171389,118,043114.4+271017,JH56,,8.72,0.05,,8.75,0.05,,8.66,0.05,,8.6,0.05,,6.76,0.02,>,0.75,,,,,,yes,yes,no,no,,1,JH56,yso,star,III,M0.5,,0.0,-0.3,,0.0025,,67.81,27.1714,04311444+2710179,67.810168,+27.171665,0.060,0.060,0,9.705,9.036,8.794,0.022,0.022,0.017,AAA,222,0,2450782.7750
1.226631,67.829167,23.584444,119,043119.0+233504,J04311907+2335047,,11.66,0.05,,11.53,0.05,,11.56,0.06,,11.46,0.06,>,10.59,,>,0.86,,,,,,,,no,no,,1,2MASS J04311907+2335047,,star,III,M7.75,,1.2,-1.8,<,0.0032,,67.8292,23.5844,04311907+2335047,67.829468,+23.584644,0.080,0.070,0,13.507,12.716,12.195,0.026,0.034,0.022,AAA,222,0,2451483.8668
0.979124,67.849167,24.181111,120,043123.8+241052,V927 Tau AB,,8.52,0.05,,8.47,0.05,,8.38,0.05,,8.38,0.05,,8.19,0.09,>,0.91,,,,,,no,no,no,no,,1,V927 Tau,yso,star,III,M5.5,,0.4,-0.4,<,5.5E-5,,67.8492,24.1811,04312382+2410529,67.849258,+24.181370,0.080,0.070,90,9.729,9.060,8.768,0.021,0.028,0.019,AAA,222,0,2450782.7728
1.452332,67.860833,27.055,121,043126.6+270318,CFHT-13,,12.9,0.06,,12.75,0.06,,12.72,0.07,,12.7,0.07,,10.72,0.29,>,0.68,,,,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 13,yso,star,III,M7.25,,1.8,-2.3,,0.0062,,67.8608,27.055,04312669+2703188,67.861209,+27.055225,0.070,0.060,0,14.828,13.967,13.450,0.035,0.038,0.033,AAA,222,0,2450782.7796
0.897876,67.960417,24.405,122,043150.5+242418,HK Tau AB,,7.71,0.05,,7.35,0.05,,7.1,0.05,,6.58,0.05,,2.31,0.04,,-0.81,0.22,,-3.02,0.22,yes,yes,yes,yes,yes,,1,HK Tau,yso,class II,II,M0.5,,4.7,-0.2,,0.22,,67.9604,24.405,04315056+2424180,67.960690,+24.405020,0.070,0.070,0,10.451,9.253,8.593,0.022,0.022,0.018,AAA,222,0,2450782.7815
1.091391,67.993333,25.724722,123,043158.4+254329,J1-665,,9.35,0.05,,9.29,0.05,,9.24,0.05,,9.22,0.05,,9.04,0.17,>,1.08,,,,,,no,no,no,no,,1,[HJS91] 665,yso,star,III,M5,,1.2,-0.6,<,3.1E-5,,67.9933,25.7247,04315844+2543299,67.993515,+25.724977,0.090,0.070,0,10.585,9.828,9.559,0.021,0.022,0.020,AAA,222,0,2450782.7836
1.509744,68.013333,25.468611,124,043203.2+252807,J04320329+2528078,,10.3,0.05,,10.2,0.05,,10.13,0.06,,10.09,0.06,>,9.67,,>,1.03,,,,,,,,no,no,,1,2MASS J04320329+2528078,,star,III,M6.25,,0.0,-1.2,<,0.0025,,68.0133,25.4686,04320329+2528078,68.013725,+25.468836,0.080,0.070,0,11.716,11.109,10.721,0.022,0.022,0.018,AAA,222,0,2450782.7834
0.757210,68.064167,24.483056,125,043215.4+242859,Haro6-13,<,6.62,,<,6.1,,,5.49,0.05,,4.85,0.05,,0.88,0.04,,-1.43,0.22,,-4.02,0.34,yes,yes,yes,,,,1,Haro6-13,,,flat,M0,,11.0,0.2,,0.32,,68.0642,24.4831,04321540+2428597,68.064208,+24.483263,0.160,0.100,0,11.237,9.319,8.101,0.024,0.020,0.029,AAA,221,0,2450782.7827
1.294658,68.074167,24.370556,126,043217.8+242214,CFHT-7 AB,,9.98,0.05,,9.87,0.05,,9.76,0.05,,9.72,0.05,,9.3,0.28,>,0.86,,,,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 7,yso,star,III,M6.5,,0.9,-1.1,<,2.1E-4,,68.0742,24.3706,04321786+2422149,68.074424,+24.370829,0.150,0.110,0,11.539,10.791,10.382,0.020,0.020,0.020,AAA,222,0,2450782.7826
0.806509,68.078333,24.374167,127,043218.8+242227,V928 Tau AB,,7.86,0.05,,7.82,0.05,,7.72,0.05,,7.64,0.05,,7.54,0.06,>,0.84,,,,,,no,no,no,no,,1,V928 Tau,yso,star,III,M0.5,,3.9,0.1,<,2.9E-5,,68.0783,24.3742,04321885+2422271,68.078575,+24.374207,0.150,0.110,0,9.538,8.432,8.106,0.020,0.021,0.021,AAA,211,0,2450782.7826
1.403032,68.096667,24.050278,128,043223.2+240301,J04322329+2403013,,10.89,0.05,,10.83,0.05,,10.79,0.06,,10.67,0.06,>,9.82,,>,0.91,,,,,,,,no,no,,1,2MASS J04322329+2403013,,star,III,M7.75,,0.0,-1.5,<,0.0026,,68.0967,24.0503,04322329+2403013,68.097078,+24.050383,0.150,0.130,0,12.335,11.691,11.327,0.024,0.023,0.020,AAA,222,0,2450782.7824
1.130114,68.127083,24.3325,129,043230.5+241957,FY Tau,,7.18,0.05,,6.76,0.05,,6.5,0.05,,5.99,0.05,,3.67,0.04,,,,,,,,yes,yes,yes,yes,,1,FY Tau,yso,class II,II,K7,,5.9,0.2,,0.061,,68.1271,24.3325,04323058+2419572,68.127417,+24.332577,0.070,0.060,0,9.982,8.676,8.052,0.022,0.026,0.016,AAA,211,0,2450782.7912
1.331532,68.132083,24.333889,130,043231.7+242002,FZ Tau,<,6.62,,<,6.1,,,5.27,0.05,,4.58,0.05,,2.06,0.04,,0.31,0.22,,,,yes,yes,yes,,,,1,FZ Tau,,,II,M0,,7.2,0.4,,0.17,,68.1321,24.3339,04323176+2420029,68.132352,+24.334166,0.070,0.060,0,9.895,8.400,7.347,0.022,0.029,0.017,AAA,211,0,2450782.7912
1.014612,68.133333,22.957222,131,043232.0+225726,IRAS04295+2251,,8.63,0.05,,7.72,0.05,,6.83,0.05,,5.32,0.05,,1.4,0.04,,-1.32,0.22,,-3.93,0.34,yes,yes,yes,yes,yes,,1,IRAS04295+2251,yso,embedded,I,,,,,,,c,68.1333,22.9572,04323205+2257266,68.133562,+22.957409,0.070,0.060,7,14.889,11.982,10.141,0.044,0.036,0.024,AAA,222,0,2451814.9576
0.500667,68.179167,25.875278,132,043243.0+255231,UZ Tau Aab,<,6.62,,<,6.1,,,5.63,0.05,,4.79,0.05,,1.54,0.04,,-0.69,0.22,,-2.15,0.22,yes,yes,yes,,,b,2,NAME UZ Tau A,,,II,M1,-80.3,0.0,0.0,,0.41,a,68.1792,25.8753,04324303+2552311,68.179316,+25.875315,0.110,0.110,0,9.136,8.117,7.354,,,0.033,UUA,661,0,2450782.7901
2.336717,68.179167,25.875278,132,043243.0+255231,UZ Tau Aab,<,6.62,,<,6.1,,,5.63,0.05,,4.79,0.05,,1.54,0.04,,-0.69,0.22,,-2.15,0.22,yes,yes,yes,,,b,2,NAME UZ Tau A,,,II,M1,-80.3,0.0,0.0,,0.41,a,68.1792,25.8753,04324282+2552314,68.178457,+25.875393,0.060,0.060,163,9.413,8.006,7.474,0.047,0.017,0.027,AAA,211,0,2450782.7901
0.818303,68.204583,22.883889,133,043249.1+225302,JH112,,7.41,0.05,,7.12,0.05,,6.83,0.05,,5.89,0.05,,2.53,0.04,,0.72,0.22,,,,yes,yes,yes,yes,yes,,1,JH112,yso,class II,II,K6,,5.5,0.1,,0.11,,68.2046,22.8839,04324911+2253027,68.204636,+22.884111,0.060,0.060,90,10.238,8.995,8.169,0.027,0.032,0.023,AAA,221,0,2451814.9853
1.055952,68.209167,24.369722,134,043250.2+242211,CFHT-5,,10.46,0.05,,10.27,0.05,,10.09,0.06,,10.07,0.06,,9.56,0.29,>,1.16,,>,-1.44,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 5,yso,star,III,M7.5,,9.5,-1.1,<,1.5E-4,,68.2092,24.3697,04325026+2422115,68.209439,+24.369879,0.080,0.060,0,13.961,12.222,11.283,0.028,0.024,0.022,AAA,222,0,2450782.7912
1.052827,68.257917,24.35,135,043301.9+242100,MHO-8,,9.32,0.05,,9.21,0.05,,9.14,0.05,,9.09,0.05,,8.92,0.15,>,0.88,,,,,,no,no,no,no,,1,[BHS98] MHO 8,yso,star,III,M5.5,,0.9,-0.8,<,1.2E-4,,68.2579,24.35,04330197+2421000,68.258238,+24.350002,0.080,0.070,90,10.862,10.140,9.726,0.021,0.022,0.018,AAA,222,0,2450782.7923
1.040694,68.275833,24.159167,136,043306.2+240933,GH Tau AB,,7.08,0.05,,6.77,0.05,,6.5,0.05,,6.03,0.05,,3.17,0.04,,0.43,0.22,,,,yes,yes,yes,yes,yes,,1,GH Tau,yso,class II,II,M2,,1.9,0.1,,0.093,,68.2758,24.1592,04330622+2409339,68.275934,+24.159441,0.110,0.070,90,9.109,8.234,7.794,0.021,0.027,0.021,AAA,211,0,2450782.7921
1.138139,68.2775,24.165,137,043306.6+240954,V807 Tau AB,<,6.62,,,6.21,0.05,,5.96,0.05,,5.57,0.05,,2.96,0.04,,0.36,0.22,,,,yes,yes,yes,yes,,,1,V807 Tau,,,II,K7,,1.3,0.5,,0.05,,68.2775,24.165,04330664+2409549,68.277669,+24.165276,0.110,0.070,90,8.146,7.357,6.960,0.023,0.026,0.016,AAA,111,0,2450782.7921
0.647945,68.2825,26.268333,138,043307.8+261606,KPNO-14,,9.78,0.05,,9.67,0.06,,9.6,0.05,,9.58,0.05,,9.04,0.12,>,1.44,,>,-1.91,,,yes,yes-faint,no,no,,1,[BLH2002] KPNO-Tau 14,yso,star,III,M6,,4.1,-0.9,<,1.2E-4,,68.2825,26.2683,04330781+2616066,68.282542,+26.268509,0.060,0.060,0,11.907,10.805,10.269,0.022,0.022,0.020,AAA,222,0,2450782.7937
1.056813,68.289167,22.78,139,043309.4+224648,CFHT-12,,10.86,0.05,,10.63,0.05,,10.34,0.06,,9.95,0.06,,8.25,0.07,>,1.16,,,,,,yes,yes-faint,yes,yes,,1,[MDM2001] CFHT-BD-Tau 12,yso,class II,II,M6.5,,3.2,-1.5,,0.036,,68.2892,22.78,04330945+2246487,68.289405,+22.780195,0.080,0.060,0,13.154,12.142,11.545,0.022,0.021,0.018,AAA,222,0,2451135.9319
0.586437,68.291667,24.561944,140,043310.0+243343,V830 Tau,,8.41,0.05,,8.41,0.05,,8.37,0.05,,8.32,0.05,,8.14,0.08,>,1.03,,,,,,no,no,no,no,,1,V830 Tau,yso,star,III,K7,,0.7,-0.1,<,4.5E-5,,68.2917,24.5619,04331003+2433433,68.291803,+24.562050,0.070,0.060,90,9.325,8.613,8.422,0.021,0.016,0.021,AAA,212,0,2450782.7924
