angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.161119,83.8197917,-5.288,2126,05 35 16.75,-05 17 16.8,13.47,0.03,12.5,0.04,12.02,0.03,11.44,0.02,11.22,0.02,,,,,,,0.23,,D,2M,Simbad,83.81983653741,-5.28799688357,0.0074543,0.0066255,85.14,3017367121349317248,83.81983180615,0.3586,-5.28797999870,0.3136,1.5351,0.5173,2.9677,3.944,-1.060,0.463,3.799,0.410,417,37.1996,5296.37,4.285,1.383e+02,95,0.9910,0.0941,21,2.546,0,8.77077e+02,6.42928e+00,18.329773,1.88164e+02,2.29974e+01,19.652199,2.78833e+03,16.134533,3.394,3.517666,,,0,,,101650838198434825,,27401670,,0.008422,0.132728,0.059167,18.304182,0.008247,8.97995e+02,1.838,7.4487,6.6318,0.0199
0.448427,83.835,-5.2872222,2128,05 35 20.40,-05 17 14.0,12.15,0.02,10.8,0.03,10.07,0.02,9.12,0.01,8.72,0.01,8.57,0.02,8.05,0.09,,,0.52,-1.67,D,2M,Simbad,83.83506897487,-5.28732611749,0.0027579,0.0024176,96.08,3017367293144787328,83.83507395197,0.1339,-5.28733260803,0.1224,2.3294,0.2031,11.4679,1.837,1.115,0.171,-1.460,0.150,435,59.1748,11897.35,1.671,2.336e+02,95,1.2171,0.0344,21,3.594,0,6.00521e+03,2.80916e+01,16.241047,6.33738e+02,2.71071e+01,18.333769,9.53174e+03,14.799965,1.693,3.533804,,,0,,,101650838350695601,,27401677,424014378,0.005778,0.046524,0.018654,16.215456,0.005674,6.14843e+03,0.135,2.7543,2.4216,-0.0278
0.391533,84.133875,-5.2869722,2129,05 36 32.13,-05 17 13.1,12.33,0.02,11.33,0.03,10.67,0.02,9.69,0.01,9.31,0.01,8.93,0.01,7.93,0.01,5.65,0.01,0.11,-0.85,D,2M,Simbad,84.13389433443,-5.28707924164,0.0029633,0.0024671,89.01,3017358256533553536,84.13389926625,0.1432,-5.28708672238,0.1294,1.5813,0.2189,7.2254,2.013,1.105,0.184,-1.683,0.151,486,160.5918,41794.36,1.918,1.165e+03,31,,,21,9.391,0,2.31979e+04,3.25909e+02,14.773746,5.91464e+03,2.96489e+02,15.908722,2.70372e+04,13.667992,1.420,2.240730,,,0,,,101650841338965948,1237667726977007803,27402513,424014511,0.015500,0.054497,0.039242,14.773746,0.015500,2.31979e+04,0.052,2.9631,2.4672,0.0064
0.145159,83.7087083,-5.2866944,2130,05 34 50.09,-05 17 12.1,13.33,0.03,12.37,0.03,11.82,0.02,11.24,0.01,10.97,0.01,10.72,0.03,10.04,0.08,,,0.15,-1.47,D,2M,Simbad,83.70874191898,-5.28671687715,0.0025672,0.0020987,89.97,3209519457034328576,83.70874662477,0.1154,-5.28671203658,0.1020,2.1847,0.1673,13.0603,1.516,1.054,0.159,1.089,0.128,374,2.0385,679.89,0.851,9.637e+00,95,1.1446,0.0310,20,1.075,0,1.47707e+03,5.34416e+00,17.763865,3.40756e+02,4.30517e+01,19.007433,2.94235e+03,16.076160,2.223,2.931273,,,0,,,101650837087266339,,27398106,,0.004798,0.137202,0.036186,17.739238,0.004726,1.51095e+03,0.752,2.5672,2.0987,0.0002
0.258026,83.9755833,-5.2861944,2131,05 35 54.14,-05 17 10.3,13.59,0.02,12.71,0.03,12.25,0.02,11.57,0.01,11.26,0.03,10.86,0.06,,,,,0.12,,D,2M,Simbad,83.97564241556,-5.28623529229,0.0018205,0.0014661,65.60,3017369354729056384,83.97564131746,0.0825,-5.28624138165,0.0763,2.3229,0.1194,19.4477,1.392,-0.246,0.110,-1.370,0.094,451,1.5513,830.46,0.675,1.025e+01,95,1.1382,0.0224,22,1.052,0,1.89091e+03,6.65655e+00,17.495690,2.26288e+02,2.31755e+01,19.451889,3.08880e+03,16.023420,1.753,3.428469,,,0,,,101650839756406938,,27401980,,0.004712,0.111232,0.017352,17.470099,0.004640,1.93601e+03,0.210,1.7651,1.5324,0.1621
0.486176,83.8643333,-5.2860833,2132,05 35 27.44,-05 17 09.9,11.31,0.03,10.17,0.04,9.45,0.03,8.38,0.01,7.99,0.01,7.49,0.01,6.99,0.03,,,0.27,-1.22,D,2M,Simbad,83.86445935056,-5.28603345722,0.0006809,0.0005870,98.29,3017367258785044224,83.86447228068,0.0323,-5.28602663637,0.0286,2.5271,0.0462,54.7476,3.278,2.897,0.042,1.535,0.036,450,2.0777,1629.76,0.351,3.346e+01,95,1.2628,0.0084,22,1.070,0,1.84356e+04,9.11277e+01,15.023222,4.28659e+03,4.27504e+02,16.258263,2.37453e+04,13.808949,1.521,2.449313,,,0,,,101650838644717159,,,424014409,0.006033,0.108317,0.019625,15.011719,0.005983,1.86320e+04,0.121,0.6791,0.5891,-0.0425
1.958225,83.8643333,-5.2860833,2132,05 35 27.44,-05 17 09.9,11.31,0.03,10.17,0.04,9.45,0.03,8.38,0.01,7.99,0.01,7.49,0.01,6.99,0.03,,,0.27,-1.22,D,2M,Simbad,83.86438194355,-5.28662509061,0.0017731,0.0015131,91.42,3017367258785044480,83.86439334339,0.0819,-5.28661901538,0.0738,2.3108,0.1185,19.5007,2.897,2.554,0.110,1.367,0.093,423,-2.1221,643.25,0.616,7.150e+00,95,1.1589,0.0229,22,0.927,0,1.98873e+03,5.93294e+00,17.440928,,,,,,,,,,0,,,101650838643776417,,,,0.004252,,,17.440928,0.004252,1.98873e+03,,1.7729,1.5133,-0.0079
0.201896,83.7919167,-5.28525,2133,05 35 10.06,-05 17 06.9,14.52,0.02,12.93,0.03,11.96,0.02,10.67,0.01,9.93,0.01,9.37,0.02,8.64,0.05,,,0.64,-0.53,D,2M,Simbad,83.79195006806,-5.28520482011,0.0064285,0.0047612,107.57,3017367151399978496,83.79196526539,0.2954,-5.28520822536,0.2650,2.9614,0.4348,6.8114,3.490,3.405,0.389,-0.766,0.301,404,2.8060,646.99,2.240,8.231e+00,95,1.1133,0.0787,19,1.100,0,3.77080e+02,4.74825e+00,19.246283,2.37238e+02,4.05425e+01,19.400583,6.34828e+02,17.741255,2.313,1.659329,,,0,,,101650837919338158,,27401587,,0.013947,0.185567,0.067239,19.242973,0.013906,3.78232e+02,1.023,6.2948,4.9366,-0.1728
0.288355,83.8315,-5.2841389,2134,05 35 19.56,-05 17 02.9,13.62,0.03,11.25,0.03,10.03,0.02,9.3,0.01,9.04,0.01,8.75,0.01,8.28,0.09,,,1.47,-1.67,D,2M,Simbad,83.83151834616,-5.28421688745,0.0158845,0.0129459,98.18,3017367288839309824,83.83152847700,0.7095,-5.28421322207,0.6794,1.9430,1.1041,1.7597,2.415,2.270,0.986,0.825,0.799,321,4.9082,477.07,3.935,3.892e+00,95,1.3830,0.2004,20,1.201,0,1.22521e+02,9.61630e-01,20.466839,8.16472e+01,1.49095e+01,20.558690,1.91149e+02,19.044466,2.227,1.514223,,,0,,,101650838315239345,,27401676,,0.008956,0.198285,0.135887,20.465551,0.008946,1.22667e+02,0.955,15.8304,13.0121,-0.0579
0.330112,83.8203333,-5.2840833,2135,05 35 16.88,-05 17 02.7,13.36,0.02,11.64,0.03,10.74,0.02,9.79,0.01,9.26,0.01,8.73,0.01,7.68,0.04,,,0.88,-0.42,D,2M,Simbad,83.82041227790,-5.28413045803,0.0033778,0.0028496,87.69,3017367121346096512,83.82041684235,0.1595,-5.28412935367,0.1423,2.6444,0.2276,11.6177,1.052,1.023,0.210,0.248,0.175,432,-4.4478,532.72,0.739,2.170e+00,95,1.0138,0.0444,22,0.851,0,5.67145e+02,2.98569e+00,18.803131,1.47665e+03,2.02877e+02,17.415350,1.74395e+03,16.644058,5.679,0.771292,,,0,,,101650838204109441,,27401671,,0.006345,0.149195,0.085088,18.806913,0.006363,5.65173e+02,4.481,3.3770,2.8505,0.0137
0.494522,83.7287917,-5.2838611,2136,05 34 54.91,-05 17 01.9,11.49,0.02,10.16,0.03,9.3,0.02,8.12,0.01,7.65,0.01,7.36,0.01,6.73,0.01,3.23,0.02,0.4,-1.28,D,2M,Simbad,83.72892725085,-5.28383557425,0.0010517,0.0008401,81.21,3209519422674589440,83.72893569918,0.0463,-5.28384182953,0.0408,2.5884,0.0678,38.1805,2.359,1.893,0.065,-1.407,0.052,385,1.9831,1220.06,0.447,2.809e+01,95,1.2329,0.0118,21,1.072,0,9.89724e+03,1.23703e+02,15.698582,3.09633e+03,2.89231e+02,16.611423,1.55674e+04,14.267355,1.886,2.344069,,,0,,,101650837288629776,,27398118,424014270,0.013847,0.101458,0.042153,15.688278,0.013722,9.99161e+03,0.502,1.0472,0.8456,0.0683
0.093535,83.745125,-5.2836667,2137,05 34 58.83,-05 17 01.2,16.04,0.09,14.68,0.07,13.79,0.05,12.52,0.04,12.31,0.03,,,,,,,0.42,,D,2M,Simbad,83.74512335640,-5.28369263033,0.0137241,0.0038095,42.57,3209520689689201536,83.74512335640,9.6992,-5.28369263033,10.4302,,,,,,,,,39,2.5565,58.77,10.457,1.393e+00,3,,,4,,0,6.01483e+01,3.41579e+00,21.239310,3.97223e+02,1.44214e+02,18.840956,1.49323e+02,19.312582,9.087,-0.471626,,,0,,,101650837450729960,,,,0.061720,0.394191,0.472587,21.239310,0.061720,6.01483e+01,7.941,9.6992,10.4302,0.8561
0.436192,83.852,-5.2831667,2138,05 35 24.48,-05 16 59.4,11.8,0.02,10.76,0.03,10.25,0.02,9.11,0.01,8.96,0.01,8.23,0.03,,,,,0.3,,D,2M,Simbad,83.85203045467,-5.28328400813,0.0007758,0.0006637,88.50,3017367258785045632,83.85203935194,0.0360,-5.28327588178,0.0324,2.5273,0.0514,49.1577,2.705,1.993,0.048,1.828,0.041,447,0.3836,1510.28,0.399,3.312e+01,95,1.2375,0.0098,22,1.012,0,1.43988e+04,8.49986e+01,15.291548,5.41309e+03,4.16503e+02,16.004929,2.12467e+04,13.929666,1.852,2.075263,,,0,,,101660838520370467,,27401702,424014396,0.006976,0.083587,0.021318,15.284482,0.006938,1.44929e+04,0.506,0.7757,0.6638,0.0082
0.237159,83.9113333,-5.2830278,2139,05 35 38.72,-05 16 58.9,13.66,0.02,12.48,0.03,11.71,0.02,10.51,0.01,10.14,0.01,,,,,,,0.28,,D,2M,Simbad,83.91136693389,-5.28308452912,0.0035509,0.0026594,62.77,3017372447105514496,83.91137209343,0.1572,-5.28308100806,0.1405,2.9824,0.2412,12.3658,1.401,1.156,0.211,0.792,0.177,454,21.0479,4960.51,1.814,1.061e+02,95,1.0179,0.0378,21,1.779,0,2.56329e+03,3.02126e+01,17.165375,3.41093e+02,3.16893e+01,19.006361,3.88763e+03,15.773683,1.650,3.232678,,,0,,,101660839113690711,,27401921,,0.013090,0.100909,0.040026,17.139784,0.012799,2.62442e+03,0.135,3.3837,2.8691,0.2321
0.381227,83.8817083,-5.28275,2140,05 35 31.61,-05 16 57.9,12.98,0.03,11.68,0.03,11.07,0.02,10.38,0.01,9.9,0.01,9.62,0.01,8.83,0.05,,,0.55,-1.1,D,2M,Simbad,83.88177929348,-5.28282884591,0.0015122,0.0012686,68.23,3017366605950010880,83.88178380208,0.0708,-5.28282529422,0.0645,2.3976,0.1014,23.6363,1.288,1.010,0.092,0.799,0.080,448,-2.9828,718.06,0.515,6.643e+00,95,1.1688,0.0180,22,0.901,0,2.52756e+03,1.89773e+01,17.180614,3.89310e+03,4.60047e+02,16.362804,6.56513e+03,15.204787,4.138,1.158017,,,0,,,101660838817841012,,27401899,424014427,0.008605,0.128332,0.065514,17.183055,0.008622,2.52188e+03,2.905,1.4811,1.3049,0.1207
0.065240,83.8165,-5.2826389,2141,05 35 15.96,-05 16 57.5,12.58,0.02,11.5,0.03,11.06,0.02,10.57,0.01,10.23,0.01,9.98,0.02,9.44,0.08,,,0.39,-1.56,D,2M,Simbad,83.81650584624,-5.28262173830,0.0010771,0.0008874,89.93,3017367121346097152,83.81650761063,0.0509,-5.28261603386,0.0446,2.5258,0.0728,34.6943,1.343,0.395,0.067,1.284,0.054,456,-3.1175,1009.21,0.490,1.723e+01,95,1.1649,0.0136,22,0.897,0,5.20160e+03,1.32216e+01,16.397026,1.51313e+03,1.66386e+02,17.388850,8.69366e+03,14.899889,1.962,2.488960,,,0,,,101660838164981261,,27401679,424014339,0.003900,0.119422,0.016763,16.379564,0.003869,5.28593e+03,0.557,1.0771,0.8874,0.0004
0.271836,83.822625,-5.2825278,2142,05 35 17.43,-05 16 57.1,14.53,0.03,13.64,0.03,13.09,0.02,12.56,0.03,12.13,0.02,,,,,,,0.05,,D,2M,Simbad,83.82267545123,-5.28247142616,0.0031447,0.0028160,89.72,3017367494997362688,83.82267999468,0.1509,-5.28247193455,0.1366,2.3827,0.2168,10.9888,1.024,1.018,0.195,-0.114,0.173,415,-0.1171,555.96,0.824,3.145e+00,95,1.1246,0.0424,21,0.995,0,6.40360e+02,3.36133e+00,18.671307,1.44650e+03,2.22427e+02,17.437748,1.71735e+03,16.660746,4.941,0.777002,,,0,,,101660838226721443,,27401681,,0.006330,0.166976,0.085105,18.675094,0.006348,6.38131e+02,3.743,3.1447,2.8160,0.0011
0.194204,83.7133333,-5.2818889,2143,05 34 51.20,-05 16 54.8,12.43,0.02,11.17,0.03,10.57,0.02,9.69,0.01,9.2,0.01,8.66,0.01,7.8,0.03,,,0.51,-0.66,D,2M,Simbad,83.71338267886,-5.28191109288,0.0015639,0.0013141,74.34,3209519491394066688,83.71339101336,0.0710,-5.28191657197,0.0638,2.5389,0.1042,24.3683,2.238,1.867,0.096,-1.233,0.081,416,4.2267,1228.54,0.682,2.590e+01,95,1.1754,0.0181,21,1.150,0,4.41814e+03,3.88250e+01,16.574268,6.92843e+02,9.65353e+01,18.236954,7.45101e+03,15.067358,1.843,3.169596,,,0,,,101660837133642087,,27398119,424014262,0.009931,0.151304,0.032358,16.548677,0.009718,4.52351e+03,0.337,1.5470,1.3339,0.0905
0.346403,83.7882083,-5.2809167,2144,05 35 09.17,-05 16 51.3,14.78,0.04,13.66,0.04,13.15,0.04,12.46,0.02,12.11,0.02,,,,,,,0.39,,D,2M,Simbad,83.78826309456,-5.28099595811,0.0053241,0.0043834,78.17,3017367151400352256,83.78827448997,0.2507,-5.28099327496,0.2303,2.3350,0.3482,6.7054,2.623,2.553,0.327,0.604,0.269,422,-0.6841,527.61,1.143,2.350e+00,95,1.0998,0.0683,20,0.976,0,3.54552e+02,1.21858e+00,19.313168,7.33084e+01,1.80075e+01,20.675657,4.60286e+02,18.090326,1.505,2.585331,,,0,,,101660837882563200,,27401597,,0.004639,0.266715,0.072453,19.294039,0.004586,3.60854e+02,0.086,5.2880,4.4270,0.0783
0.478803,83.810875,-5.2793889,2145,05 35 14.61,-05 16 45.8,13.07,0.03,12.12,0.03,11.64,0.03,11.05,0.01,10.68,0.02,10.1,0.03,,,,,0.2,,D,2M,Simbad,83.81099625490,-5.27944467612,0.0016001,0.0011728,54.02,3017367190067306112,83.81099625490,1.4668,-5.27944467612,1.3359,,,,,,,,,379,234.9580,113834.59,17.774,4.137e+03,3,,,21,,0,1.71612e+03,2.13623e+01,17.600996,1.24955e+03,1.68781e+02,17.596657,4.95762e+03,15.509712,3.617,2.086945,,,0,,,101660838109685053,,27401604,,0.013793,0.146681,0.029810,17.600996,0.013793,1.71612e+03,2.270,1.4668,1.3359,0.2875
0.356870,83.8612917,-5.2791944,2146,05 35 26.71,-05 16 45.1,13.01,0.02,12.18,0.03,11.79,0.02,11.05,0.02,10.87,0.03,,,,,,,0.1,,D,2M,Simbad,83.86139106676,-5.27918834275,0.0009108,0.0007945,68.00,3017367258785043840,83.86139747830,0.0412,-5.27918458591,0.0385,2.5080,0.0603,41.5978,1.667,1.436,0.056,0.845,0.050,439,-2.7325,799.47,0.365,1.128e+01,95,1.2323,0.0114,21,0.908,0,7.10547e+03,4.05346e+01,16.058384,1.30701e+03,1.03346e+02,17.547850,1.01439e+04,14.732385,1.612,2.815465,,,0,,,,,27401704,424014405,0.006779,0.085896,0.030838,16.035490,0.006661,7.25689e+03,0.158,0.8954,0.8119,0.0948
0.379978,83.8247917,-5.2791667,2147,05 35 17.95,-05 16 45.0,13.15,0.03,11.65,0.03,11.01,0.02,10.27,0.01,9.84,0.01,9.36,0.01,8.69,0.04,,,0.78,-1.01,D,2M,Simbad,83.82489767147,-5.27916911071,0.0020860,0.0018017,89.77,3017367494997363968,83.82490042253,0.0967,-5.27916995081,0.0874,2.3501,0.1389,16.9248,0.645,0.616,0.130,-0.189,0.111,445,1.4742,939.08,0.907,1.513e+01,95,1.0967,0.0267,22,1.049,0,1.66729e+03,6.95628e+00,17.632338,4.38913e+02,6.21604e+01,18.732595,3.23304e+03,15.973869,2.202,2.758726,,,0,,,101660838248915398,,27401682,,0.005302,0.153791,0.035600,17.610337,0.005225,1.70142e+03,0.757,2.0860,1.8017,0.0012
0.488384,83.8302917,-5.279,2148,05 35 19.27,-05 16 44.4,12.95,0.02,12.04,0.03,11.46,0.02,11.01,0.01,10.46,0.01,10.31,0.04,,,,,0.08,,D,2M,Simbad,83.83041036559,-5.27906664759,0.0008524,0.0007401,91.83,3017367499303217280,83.83041383281,0.0400,-5.27906286877,0.0363,2.5244,0.0588,42.9132,1.152,0.777,0.053,0.850,0.046,437,1.3975,795.75,0.340,1.016e+01,95,1.2592,0.0112,21,1.047,0,6.28906e+03,2.99951e+01,16.190903,1.50384e+03,7.08739e+01,17.395535,8.26002e+03,14.955442,1.553,2.440092,,,0,,,101660838304045524,,27401687,424014372,0.005866,0.051245,0.018288,16.174299,0.005796,6.38598e+03,0.155,0.8523,0.7403,-0.0090
0.452848,83.7879167,-5.2789167,2149,05 35 09.10,-05 16 44.1,16.1,0.11,14.37,0.05,13.5,0.03,12.3,0.01,11.97,0.02,10.77,0.04,,,,,0.9,,D,2M,Simbad,83.78804240121,-5.27892920314,0.0303456,0.0187972,105.04,3209520762705229696,83.78805062714,1.1793,-5.27892247346,0.8894,3.3298,1.5707,2.1200,2.385,1.843,1.885,1.514,1.228,258,4.8790,409.56,6.114,5.862e+00,95,1.2816,0.2986,15,1.224,0,1.06099e+02,1.14447e+00,20.623087,3.32344e+01,6.38725e+00,21.534573,1.25032e+02,19.505344,1.492,2.029228,,,0,,,101660837880455715,,,,0.012031,0.208684,0.142339,20.613768,0.011934,1.07014e+02,0.153,29.7097,19.7871,-0.2419
0.281159,83.853,-5.278,2150,05 35 24.72,-05 16 40.8,14.16,0.02,11.69,0.03,10.32,0.02,8.96,0.01,8.33,0.01,8.03,0.02,7.43,0.09,,,1.48,-1.14,D,2M,Simbad,83.85301711687,-5.27807621724,0.0112578,0.0070664,138.43,3017367327507745024,83.85301711687,9.1517,-5.27807621724,9.6394,,,,,,,,,96,17.0019,564.79,43.613,2.716e+01,3,,,8,,0,5.94434e+01,2.39925e+00,21.252108,3.99704e+01,1.40807e+01,21.334196,1.23134e+02,19.521952,2.744,1.812244,,,0,,,101660838530256697,,,,0.043909,0.382491,0.756080,21.252108,0.043909,5.94434e+01,1.434,9.1517,9.6394,-0.4322
0.505524,83.88725,-5.2777222,2151,05 35 32.94,-05 16 39.8,14.51,0.05,13.58,0.05,13.21,0.03,12.97,0.02,12.45,0.05,,,,,,,0.23,,D,2M,Simbad,83.88736751741,-5.27779982251,0.0055216,0.0049462,69.90,3017366636004290816,83.88737042657,0.2598,-5.27779724993,0.2580,3.2078,0.3963,8.0946,0.872,0.652,0.340,0.579,0.307,397,-3.4917,544.26,1.448,3.315e+00,95,1.0914,0.0699,21,0.877,0,4.41894e+02,3.19169e+00,19.074072,7.24339e+03,4.44172e+02,15.688687,4.73882e+03,15.558721,27.116,0.129967,,,0,,,101660838873697056,,,,0.008312,0.066637,0.113223,19.073540,0.008308,4.42111e+02,25.956,5.4568,5.0176,0.0710
0.209016,83.8823333,-5.2776944,2152,05 35 31.76,-05 16 39.7,13.29,0.03,12.24,0.04,11.8,0.03,10.99,0.01,10.6,0.02,,,,,,,0.36,,D,2M,Simbad,83.88232168234,-5.27775129577,0.0020526,0.0017918,84.83,3017366640312915584,83.88233276518,0.0981,-5.27774690627,0.0884,2.4451,0.1434,17.0497,2.672,2.483,0.128,0.988,0.110,469,-3.2861,711.45,0.719,6.022e+00,95,1.0649,0.0262,22,0.893,0,1.55224e+03,7.58156e+00,17.709972,6.67854e+03,5.77217e+02,15.776838,7.46305e+03,15.065605,9.110,0.711233,,,0,,,101660838823287114,,,,0.005976,0.093880,0.073582,17.713648,0.005992,1.54699e+03,7.917,2.0507,1.7940,0.0245
0.346703,83.8814167,-5.2769167,2153,05 35 31.54,-05 16 36.9,12.65,0.05,11.62,0.06,10.95,0.05,9.85,0.01,9.09,0.01,8.51,0.01,7.54,0.03,,,0.16,-0.23,D,2M,Simbad,83.88151336209,-5.27691992616,0.0013106,0.0011546,83.34,3017366640312930560,83.88152237287,0.0632,-5.27691307616,0.0569,2.5178,0.0932,27.0270,2.540,2.019,0.081,1.541,0.071,473,-0.2601,893.64,0.561,1.114e+01,95,1.1514,0.0169,21,0.991,0,3.32426e+03,1.82413e+01,16.883130,7.17374e+03,6.49480e+02,15.699178,1.09249e+04,14.651856,5.444,1.047321,,,0,,,101660838815278112,,,,0.006564,0.098337,0.054422,16.886283,0.006580,3.31462e+03,4.223,1.3086,1.1568,0.0293
0.425621,83.827375,-5.2763611,2154,05 35 18.57,-05 16 34.9,,,,,9.82,0.07,9.14,0.01,8.71,0.01,8.38,0.01,7.52,0.03,3.56,0.03,,-1.01,D,2M,Simbad,83.82747043176,-5.27643143966,0.0017892,0.0014941,95.47,3017367494997739264,83.82747466126,0.0848,-5.27643190082,0.0736,2.7381,0.1229,22.2774,0.953,0.948,0.111,-0.104,0.092,453,28.0706,9380.49,1.071,2.163e+02,95,1.1942,0.0218,22,2.072,0,1.27333e+04,4.15688e+01,15.425013,3.46549e+03,1.60531e+02,16.489130,2.03749e+04,13.975157,1.872,2.513973,,,0,,,,,,,0.004489,0.050371,0.012200,15.412807,0.004458,1.28773e+04,0.464,1.7867,1.4970,-0.0344
0.551967,83.82575,-5.2759722,2155,05 35 18.18,-05 16 33.5,13.03,0.1,,,11.69,0.03,10.97,0.01,10.46,0.01,9.93,0.03,8.75,0.08,,,,-0.3,D,2M,Simbad,83.82585270666,-5.27608643166,0.0010143,0.0008388,72.47,3017367494997739008,83.82585727820,0.0458,-5.27607978722,0.0418,2.3475,0.0690,34.0420,1.812,1.024,0.062,1.495,0.052,433,-3.2860,703.37,0.348,8.059e+00,95,1.2009,0.0127,21,0.889,0,4.75012e+03,3.50587e+01,16.495605,1.18806e+03,5.34298e+01,17.651443,7.10752e+03,15.118600,1.746,2.532844,,,0,,,101660838258559097,,,,0.008474,0.048908,0.024083,16.477379,0.008348,4.83053e+03,0.335,0.9996,0.8562,0.1091
0.362318,83.80225,-5.2758611,2156,05 35 12.54,-05 16 33.1,13.9,0.02,11.39,0.03,9.88,0.02,8.41,0.01,7.89,0.01,7.3,0.01,6.47,0.02,2.7,0.03,1.42,-0.61,D,2M,Simbad,83.80234474973,-5.27589613659,0.0169074,0.0123557,88.33,3017367185760091904,83.80234731748,0.7463,-5.27591112155,0.6311,1.9761,1.1021,1.7930,3.420,0.575,1.063,-3.372,0.758,348,4.5701,568.71,4.729,6.221e+00,95,1.0734,0.2034,17,1.179,0,1.24371e+02,1.01882e+00,20.450571,1.08729e+02,4.02947e+01,20.247677,1.91604e+02,19.041885,2.415,1.205792,,,0,,,101660838023209314,,27401607,,0.009311,0.402380,0.138917,20.452633,0.009327,1.24135e+02,1.178,16.9041,12.3603,0.0185
0.240132,83.7102917,-5.2748889,2157,05 34 50.47,-05 16 29.6,14.2,0.04,13.57,0.05,13.22,0.04,12.64,0.03,12.47,0.03,,,,,,,0.0,,D,2M,Simbad,83.71023598567,-5.27492593363,0.0023530,0.0019008,80.17,3209519491394066560,83.71024058546,0.1050,-5.27492708895,0.0923,2.3969,0.1493,16.0514,1.063,1.031,0.145,-0.260,0.117,387,2.7409,580.66,0.654,5.445e+00,95,1.2311,0.0270,21,1.100,0,1.43437e+03,4.65703e+00,17.795715,1.54405e+03,2.11347e+02,17.366892,3.18699e+03,15.989445,3.298,1.377447,,,0,,,101670837102230492,,27398125,424014257,0.004474,0.148640,0.063154,17.796091,0.004475,1.43387e+03,2.042,2.3411,1.9155,0.0722
0.197564,83.9615,-5.2747778,2158,05 35 50.76,-05 16 29.2,11.36,0.02,10.48,0.03,10.06,0.02,9.27,0.01,8.9,0.01,8.6,0.01,7.48,0.01,3.74,0.01,0.15,-0.82,D,2M,Simbad,83.96155510542,-5.27477866211,0.0002249,0.0002007,54.17,3017372309666556160,83.96155208241,0.0103,-5.27477989545,0.0102,2.5226,0.0158,159.7314,0.732,-0.677,0.013,-0.277,0.013,435,4.4700,543.47,0.041,1.450e+00,31,,,21,1.155,0,7.57399e+04,2.82002e+02,13.489055,2.46884e+04,3.26139e+02,14.357310,7.50088e+04,12.560116,1.316,1.797195,,,0,,,,,27401983,424014467,0.004892,0.014612,0.011010,13.489055,0.004892,7.57399e+04,0.009,0.2169,0.2093,0.1077
0.405182,83.7637917,-5.2729167,2159,05 35 03.31,-05 16 22.5,14.1,0.02,12.38,0.03,11.61,0.02,10.97,0.01,10.58,0.01,10.04,0.02,8.93,0.05,,,0.97,-0.48,D,2M,Simbad,83.76387331639,-5.27299456293,0.0053622,0.0041415,70.69,3209520724048940928,83.76387695930,0.2420,-5.27300496040,0.2273,2.6745,0.3344,7.9967,2.478,0.816,0.321,-2.339,0.259,355,-2.8430,451.89,1.103,2.975e+00,95,1.0240,0.0612,20,0.893,0,4.58352e+02,2.26842e+00,19.034369,4.92463e+02,3.99255e+01,18.607609,1.04213e+03,17.203093,3.348,1.404516,,,0,,,101670837638642792,,27401570,,0.006039,0.088068,0.051278,19.034437,0.006039,4.58324e+02,2.089,5.2426,4.2920,0.1609
