angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.427189,85.446375,-2.00525,2878,05 41 47.13,-02 00 18.9,13.13,0.03,11.89,0.02,11.2,0.02,10.54,0.01,10.21,0.01,9.95,0.01,9.09,0.01,6.0,0.03,0.41,-1.21,D,2M,Simbad,85.44648905978,-2.00528297546,0.0024386,0.0016203,135.07,3216626592818736256,85.44648786488,0.1066,-2.00528765454,0.1093,2.7504,0.1396,19.7027,1.087,-0.269,0.126,-1.053,0.124,342,-0.3172,435.82,0.415,2.804e+00,31,,,20,0.987,0,1.62446e+03,1.01645e+01,17.660595,1.17730e+02,1.04542e+01,20.161320,2.66730e+03,16.182716,1.714,3.978603,,,0,,,105590854464594102,,,440015376,0.007331,0.096451,0.020698,17.660595,0.007331,1.62446e+03,0.097,2.0694,2.0713,-0.3875
0.239809,85.35875,-2.0045,2879,05 41 26.10,-02 00 16.2,11.5,0.02,10.21,0.02,9.46,0.02,8.37,0.01,7.95,0.01,7.42,0.01,6.41,0.01,3.72,0.01,0.43,-0.57,D,2M,Simbad,85.35881664614,-2.00449894356,0.0056229,0.0043275,113.77,3216627142574550784,85.35880282358,0.2826,-2.00451550938,0.2519,3.5741,0.3490,10.2397,4.853,-3.108,0.334,-3.727,0.274,364,150.8147,44266.47,2.705,9.618e+02,31,,,20,10.358,0,9.95063e+03,1.55195e+02,15.692740,1.51553e+03,7.84075e+01,17.387127,1.51435e+04,14.297327,1.674,3.089800,,,0,,,105590853588125022,,,440015365,0.017156,0.056241,0.039047,15.692740,0.017156,9.95063e+03,0.180,5.4334,4.5631,-0.1918
0.289303,85.539875,-2.0011944,2880,05 42 09.57,-02 00 04.3,12.64,0.03,11.55,0.02,11.04,0.02,9.95,0.01,9.48,0.01,8.94,0.01,8.1,0.01,5.61,0.03,0.34,-0.7,D,2M,Simbad,85.53990566621,-2.00126868858,0.0050399,0.0039481,110.30,3216580967381703168,85.53989478070,0.2500,-2.00128428553,0.2301,2.3886,0.3240,7.3723,4.279,-2.448,0.306,-3.509,0.246,347,28.7238,4572.81,2.243,1.061e+02,95,1.0430,0.0500,21,2.281,0,2.01431e+03,8.06637e+00,17.427050,2.25995e+02,9.11671e+00,19.453293,5.31304e+03,15.434538,2.750,4.018755,,,0,,,105590855398638976,,27703067,440015388,0.005147,0.043888,0.008231,17.401459,0.005062,2.06235e+03,1.127,4.9213,4.0950,-0.1585
0.274065,85.2505417,-2.0002222,2881,05 41 00.13,-02 00 00.8,14.88,0.04,13.95,0.03,13.26,0.03,12.52,0.01,12.16,0.01,11.75,0.04,10.56,0.08,,,0.01,-0.6,D,2M,Simbad,85.25050427157,-2.00028850600,0.0049564,0.0044862,101.94,3216537158714560000,85.25050393852,0.2710,-2.00029676480,0.2395,3.0507,0.3535,8.6304,1.860,-0.075,0.304,-1.858,0.271,312,0.3768,381.30,0.993,2.453e+00,95,1.0957,0.0639,19,1.014,0,3.92797e+02,3.05461e+00,19.201946,8.40791e+01,1.43081e+01,20.526823,6.29442e+02,17.750505,1.817,2.776318,,,0,,,105600852504990083,,,,0.008881,0.184785,0.034937,19.179666,0.008719,4.00941e+02,0.369,4.9372,4.5074,-0.0404
0.320381,85.45775,-1.9964722,2882,05 41 49.86,-01 59 47.3,16.35,0.09,14.81,0.04,13.89,0.05,12.47,0.01,11.65,0.01,10.79,0.01,9.74,0.01,5.6,0.14,0.63,0.31,P,2M,Simbad,85.45776060198,-1.99656056176,0.0066932,0.0028497,128.26,3216626695899705344,85.45776060198,5.5440,-1.99656056176,4.7100,,,,,,,,,62,3.1780,97.16,3.751,1.452e+00,3,,,7,,0,8.35541e+01,1.65840e+00,20.882448,2.64594e+01,5.32745e+00,21.782093,1.09639e+02,19.647978,1.629,2.134115,,,0,,,105600854577424580,,,,0.021725,0.218625,0.221050,20.882448,0.021725,8.35541e+01,0.275,5.5440,4.7100,-0.6830
0.245362,85.4831667,-1.99575,2883,05 41 55.96,-01 59 44.7,14.4,0.03,13.29,0.03,12.73,0.03,11.97,0.01,11.55,0.01,11.07,0.01,10.29,0.04,,,0.33,-0.89,D,2M,Simbad,85.48323306684,-1.99576568601,0.0051019,0.0045143,158.09,3216626665833224576,85.48323384138,0.2423,-1.99577169048,0.2531,3.0056,0.3459,8.6883,1.362,0.174,0.282,-1.351,0.302,312,0.6821,406.43,1.016,2.718e+00,95,1.0768,0.0591,20,1.027,0,4.05820e+02,1.31465e+00,19.166534,5.66332e+01,8.66761e+00,20.955866,7.53536e+02,17.555136,1.996,3.400730,,,0,,,105600854832125529,,27693655,,0.004468,0.166193,0.018118,19.140943,0.004404,4.15498e+02,0.457,4.6006,5.0242,-0.0846
0.345658,85.41225,-1.9933889,2884,05 41 38.94,-01 59 36.2,10.63,0.02,9.66,0.02,9.18,0.02,8.42,0.01,8.07,0.01,7.7,0.01,7.03,0.01,4.56,0.09,0.21,-1.25,D,2M,Simbad,85.41233467291,-1.99343426837,0.0038181,0.0023560,131.38,3216627387387974528,85.41233467291,3.2608,-1.99343426837,3.0816,,,,,,,,,350,1198.5244,10698655.00,28.358,3.198e+05,3,,,19,,0,4.03743e+04,4.56275e+02,14.172105,9.93778e+03,1.39919e+02,15.345319,6.28290e+04,12.752495,1.802,2.592824,,,0,,,105600854123638382,,,441015183,0.012576,0.015539,0.012580,14.172105,0.012576,4.03743e+04,0.382,3.2608,3.0816,-0.4456
0.147189,85.5242083,-1.9913333,2885,05 42 05.81,-01 59 28.8,13.43,0.02,12.11,0.02,11.34,0.02,10.28,0.01,9.33,0.01,9.17,0.01,7.96,0.01,4.72,0.01,0.45,-0.34,D,2M,Simbad,85.52420225536,-1.99137373712,0.0011046,0.0009788,128.86,3216627902784044032,85.52421085261,0.0577,-1.99138034546,0.0563,2.4539,0.0761,32.2296,2.439,1.933,0.064,-1.487,0.062,381,1.6548,460.26,0.200,2.421e+00,31,,,21,1.060,0,4.08539e+03,8.49454e+01,16.659283,7.26855e+02,6.76291e+01,18.184923,5.65326e+03,15.367147,1.562,2.817776,,,0,,,105610855241880798,,27693673,441015211,0.022743,0.101059,0.061851,16.659283,0.022743,4.08539e+03,0.108,1.0568,1.0301,-0.1177
0.245970,85.4970833,-1.9863056,2887,05 41 59.30,-01 59 10.7,13.09,0.02,12.07,0.02,11.61,0.02,10.9,0.01,10.54,0.01,10.02,0.02,9.21,0.04,,,0.29,-0.86,D,2M,Simbad,85.49713576669,-1.98634940494,0.0017881,0.0015740,123.65,3216628143302214016,85.49713732717,0.0888,-1.98635594689,0.0847,2.6447,0.1153,22.9431,1.513,0.351,0.106,-1.472,0.099,354,1.7111,550.63,0.433,4.121e+00,31,,,21,1.064,0,2.05798e+03,5.00785e+00,17.403767,1.17454e+02,7.94372e+00,20.163876,3.43835e+03,15.907022,1.728,4.256854,,,0,,,105610854971206830,,27693659,441015207,0.003817,0.073484,0.008275,17.403767,0.003817,2.05798e+03,0.072,1.7252,1.6427,-0.1171
0.564516,85.5885417,-1.9861389,2888,05 42 21.25,-01 59 10.1,12.04,0.03,11.27,0.03,10.96,0.03,10.1,0.01,9.93,0.01,9.4,0.01,8.64,0.01,5.83,0.02,0.08,-1.09,D,2M,Simbad,85.58849947760,-1.98628992571,0.0004389,0.0003271,119.80,3216581414058029440,85.58849705031,0.0219,-1.98628802663,0.0198,2.4646,0.0257,95.8617,0.693,-0.546,0.026,0.427,0.021,377,1.3704,407.48,0.041,5.039e-01,31,,,19,1.050,0,2.11911e+04,1.23204e+01,14.871983,4.67864e+03,1.96035e+01,16.163244,2.54399e+04,13.734107,1.421,2.429137,,,0,,,105610855884996923,,27703183,441015222,0.002827,0.005337,0.004584,14.871983,0.002827,2.11911e+04,0.025,0.4141,0.3580,-0.2490
1.695771,85.5885417,-1.9861389,2888,05 42 21.25,-01 59 10.1,12.04,0.03,11.27,0.03,10.96,0.03,10.1,0.01,9.93,0.01,9.4,0.01,8.64,0.01,5.83,0.02,0.08,-1.09,D,2M,Simbad,85.58849486448,-1.98567018394,0.0031212,0.0024127,125.08,3216581414057356672,85.58849379621,0.1571,-1.98566872310,0.1476,2.3529,0.1949,12.0743,0.407,-0.240,0.180,0.329,0.161,301,0.2240,417.76,0.740,3.881e+00,95,1.1160,0.0379,17,1.008,0,8.43507e+02,3.12265e+00,18.372145,,,,,,,,,,0,,,105610855884747639,,,,0.004873,,,18.372145,0.004873,8.43507e+02,,2.9063,2.6677,-0.2379
0.197817,85.44925,-1.9842778,2889,05 41 47.82,-01 59 03.4,13.22,0.03,11.1,0.03,9.68,0.02,7.33,0.01,6.41,0.01,5.96,0.01,4.89,0.01,1.97,0.01,0.99,-0.13,D,2M,Simbad,85.44922370216,-1.98432605627,0.0043412,0.0035072,123.66,3216627451812364032,85.44921750572,0.2108,-1.98432466727,0.1949,2.4750,0.2811,8.8047,1.428,-1.393,0.254,0.313,0.228,314,0.2526,455.82,1.035,4.457e+00,95,1.0771,0.0486,19,1.009,0,5.40519e+02,1.33839e+01,18.855340,7.81772e+01,1.01310e+01,20.605843,1.17844e+03,17.069628,2.325,3.536215,,,0,,,105610854491959281,,,441015193,0.027025,0.140728,0.080701,18.829749,0.026402,5.53410e+02,0.766,4.1031,3.7830,-0.1945
0.161570,85.3929167,-1.98325,2890,05 41 34.30,-01 58 59.7,14.06,0.03,12.96,0.02,12.36,0.02,11.6,0.01,11.09,0.01,10.73,0.04,10.18,0.05,,,0.29,-1.22,D,2M,Simbad,85.39296141739,-1.98325412485,0.0041801,0.0032489,125.40,3216627662265231616,85.39295939914,0.2051,-1.98325677820,0.1893,2.6007,0.2742,9.4831,0.750,-0.454,0.239,-0.597,0.216,354,0.6591,472.77,0.938,3.553e+00,95,1.1196,0.0465,19,1.024,0,5.48314e+02,2.31117e+00,18.839794,7.61439e+01,1.05139e+01,20.634455,1.06172e+03,17.182869,2.075,3.451586,,,0,,,105620853929610551,,,,0.005342,0.149943,0.019510,18.814203,0.005251,5.61391e+02,0.529,3.8925,3.5885,-0.2338
0.566864,85.433125,-1.9831111,2891,05 41 43.95,-01 58 59.2,14.74,0.04,13.15,0.03,12.18,0.02,11.05,0.01,10.58,0.01,10.08,0.02,9.37,0.03,,,0.66,-0.9,D,2M,Simbad,85.43319052388,-1.98325429946,0.0154755,0.0115512,139.56,3216627421747057664,85.43318250069,0.6754,-1.98325193314,0.7587,2.0544,1.0043,2.0457,1.881,-1.804,0.823,0.532,0.835,258,3.7610,379.38,2.484,2.607e+00,95,0.9511,0.1612,17,1.171,0,1.35844e+02,1.15479e+00,20.354765,3.01490e+01,7.58201e+00,21.640362,2.71054e+02,18.665257,2.217,2.975105,,,0,,,105620854331760548,,,,0.009632,0.273061,0.044859,20.329517,0.009429,1.39040e+02,0.740,13.3438,13.9593,-0.2811
0.395564,85.3361667,-1.98275,2892,05 41 20.68,-01 58 57.9,12.69,0.03,11.93,0.02,11.74,0.02,11.56,0.01,11.54,0.01,11.42,0.06,10.66,0.11,6.54,0.09,0.15,-1.81,D,2M,Simbad,85.33619136814,-1.98285707735,0.0006496,0.0005273,111.74,3216630170526783744,85.33619714686,0.0338,-1.98285538215,0.0301,2.4354,0.0399,60.9910,1.354,1.299,0.039,0.381,0.033,333,6.0568,518.60,0.163,4.877e+00,31,,,19,1.244,0,1.35160e+04,2.52574e+01,15.360248,3.37077e+03,4.07770e+01,16.519220,1.58798e+04,14.245780,1.424,2.273440,,,0,,,105620853361971031,,,441015142,0.003422,0.013428,0.006991,15.360248,0.003422,1.35160e+04,0.051,0.6343,0.5457,-0.1431
0.237958,85.4864583,-1.9815556,2893,05 41 56.75,-01 58 53.6,14.73,0.03,13.11,0.02,12.16,0.02,10.88,0.01,10.34,0.01,9.96,0.01,9.15,0.03,,,0.71,-0.89,D,2M,Simbad,85.48647309881,-1.98162002352,0.0081737,0.0016341,129.24,3216628212021030400,85.48647309881,6.4143,-1.98162002352,5.3233,,,,,,,,,78,1.1332,86.82,2.818,7.043e-01,3,,,8,,0,7.53690e+01,1.24013e+00,20.994385,2.70369e+01,1.05204e+01,21.758650,1.43840e+02,19.353199,2.267,2.405451,,,0,,,105620854864462518,,27693658,,0.018076,0.422485,0.179303,20.994385,0.018076,7.53690e+01,0.874,6.4143,5.3233,-0.9203
0.393359,85.424375,-1.9802222,2894,05 41 41.85,-01 58 48.8,14.61,0.03,13.18,0.03,12.08,0.02,10.79,0.01,9.96,0.01,9.66,0.01,8.88,0.02,5.48,0.01,0.35,-0.75,D,2M,Simbad,85.42444057986,-1.98030962744,0.0049193,0.0038664,133.85,3216627623611063936,85.42443988353,0.2480,-1.98031478967,0.2520,2.4915,0.3529,7.0611,1.172,-0.157,0.273,-1.162,0.263,342,2.6902,446.34,0.890,2.284e+00,95,1.2677,0.0552,19,1.105,0,4.03188e+02,7.28927e+00,19.173597,9.11779e+01,8.61968e+00,20.438818,7.09862e+02,17.619960,1.987,2.818857,,,0,,,105620854244364075,,,,0.019822,0.102680,0.063499,19.150651,0.019415,4.11800e+02,0.533,4.4452,4.4032,-0.2361
0.205792,85.4332917,-1.9792778,2895,05 41 43.99,-01 58 45.4,13.14,0.03,12.01,0.02,11.34,0.02,10.66,0.01,9.93,0.01,9.37,0.01,8.2,0.01,,,0.27,-0.06,D,2M,Simbad,85.43329113337,-1.97933496167,0.0054591,0.0033561,137.22,3216627524826272384,85.43329095157,0.2427,-1.97933977340,0.2491,2.6609,0.3335,7.9781,1.083,-0.041,0.272,-1.083,0.276,341,2.5934,539.56,1.267,6.709e+00,95,1.0850,0.0513,20,1.101,0,4.98935e+02,4.63649e+00,18.942257,7.70705e+01,8.33828e+00,20.621323,8.81132e+02,17.385294,1.920,3.236029,,,0,,,105620854332915251,,,,0.010459,0.117499,0.043050,18.916666,0.010232,5.10835e+02,0.405,4.4513,4.6099,-0.4504
0.404745,85.5549167,-1.9759167,2896,05 42 13.18,-01 58 33.3,11.44,0.03,10.17,0.02,9.6,0.02,9.19,0.01,8.99,0.01,8.72,0.01,8.26,0.01,5.54,0.02,0.54,-1.76,D,2M,Simbad,85.55499621609,-1.97599622997,0.0010310,0.0008215,123.72,3216628040222995584,85.55500201965,0.0524,-1.97600634827,0.0482,2.4782,0.0680,36.4412,2.624,1.305,0.060,-2.277,0.054,355,2.4025,712.57,0.357,1.140e+01,31,,,20,1.091,0,7.05363e+03,1.16604e+01,16.066336,5.27379e+02,8.79545e+00,18.533234,1.11559e+04,14.629135,1.656,3.904099,,,0,,,105620855549949263,,27703123,441015217,0.003288,0.018321,0.005717,16.066336,0.003288,7.05363e+03,0.049,0.9712,0.8913,-0.2069
0.441095,85.4669583,-1.9755833,2897,05 41 52.07,-01 58 32.1,16.19,0.1,15.4,0.09,14.63,0.09,12.8,0.01,11.82,0.01,11.06,0.02,10.23,0.06,,,0.0,0.08,P,2M,Simbad,85.46698919521,-1.97570187212,0.0064614,0.0053868,71.31,3216627490466526848,85.46698919521,6.3594,-1.97570187212,5.5069,,,,,,,,,237,177.9484,63901.56,53.387,1.385e+03,3,,,18,,1,1.27217e+02,2.95034e+00,20.426008,7.61702e+01,1.17440e+01,20.634079,3.68528e+02,18.331720,3.496,2.302359,,,0,,,105620854669609597,,,,0.025330,0.167423,0.051760,20.426008,0.025330,1.27217e+02,2.118,6.3594,5.5069,0.1104
0.307597,85.461,-1.9677778,2899,05 41 50.64,-01 58 04.0,14.34,0.03,13.43,0.02,12.8,0.02,12.12,0.01,11.82,0.01,11.57,0.03,10.84,0.1,,,0.03,-1.39,D,2M,Simbad,85.46095544697,-1.96785072442,0.0059315,0.0046469,139.59,3216627554892430976,85.46095566469,0.2740,-1.96785484353,0.2813,3.1241,0.4068,7.6800,0.928,0.049,0.323,-0.927,0.327,333,1.5581,494.32,1.510,5.066e+00,95,0.9820,0.0651,20,1.061,0,3.66032e+02,1.92319e+00,19.278568,5.00916e+01,6.60769e+00,21.089128,6.78396e+02,17.669188,1.990,3.419941,,,0,,,105630854609299029,,,,0.006335,0.143249,0.030126,19.252977,0.006216,3.74762e+02,0.448,5.2254,5.4289,-0.2364
0.174581,85.4235417,-1.9651667,2901,05 41 41.65,-01 57 54.6,12.59,0.03,10.48,0.02,9.32,0.02,7.94,0.01,7.41,0.01,5.98,0.01,4.27,0.01,1.2,0.02,1.17,1.54,D,2M,Simbad,85.42353765392,-1.96521502588,0.0085858,0.0057550,132.65,3216627730984701184,85.42353427228,0.3801,-1.96521773140,0.3880,2.5275,0.4764,5.3054,0.974,-0.760,0.454,-0.609,0.430,344,3.6664,548.48,1.878,5.585e+00,95,0.8296,0.0815,20,1.143,0,2.98368e+02,1.36181e+00,19.500486,4.66760e+01,1.30659e+01,21.165808,6.06405e+02,17.790989,2.189,3.374819,,,0,,,105640854235292196,,,,0.005670,0.303939,0.022150,19.474895,0.005569,3.05484e+02,0.653,7.4215,7.1943,-0.3789
0.569829,85.4588333,-1.9624167,2903,05 41 50.12,-01 57 44.7,13.95,0.06,11.85,0.04,10.62,0.03,9.16,0.01,8.64,0.01,8.34,0.01,7.82,0.01,4.41,0.03,1.11,-1.34,D,2M,Simbad,85.45897525492,-1.96248689165,0.0052941,0.0031584,112.22,3216629036655214848,85.45897525492,5.0444,-1.96248689165,3.5436,,,,,,,,,55,2.3131,76.00,7.284,1.768e+00,3,,,6,,0,6.27951e+01,2.20599e+00,21.192553,4.36148e+01,1.51790e+01,21.239456,4.71475e+02,18.064249,8.203,3.175207,,,0,,,,,,,0.038241,0.377874,0.063084,21.192553,0.038241,6.27951e+01,6.696,5.0444,3.5436,-0.3535
0.362531,85.471625,-1.9621667,2904,05 41 53.19,-01 57 43.8,12.23,0.02,10.62,0.02,9.68,0.02,8.64,0.01,8.17,0.01,7.68,0.01,6.95,0.01,2.76,0.01,0.71,-0.89,D,2M,Simbad,85.47167002355,-1.96225679077,0.0020959,0.0015625,128.31,3216628967935934720,85.47167434554,0.0952,-1.96225864474,0.0929,2.8042,0.1223,22.9222,1.058,0.972,0.117,-0.417,0.107,362,4.4597,603.90,0.562,7.087e+00,31,,,21,1.170,0,2.07155e+03,2.80306e+01,17.396631,1.56206e+02,1.39398e+01,19.854301,3.41037e+03,15.915893,1.722,3.938409,,,0,,,105640854716475731,,,441015200,0.014948,0.096931,0.043709,17.396631,0.014948,2.07155e+03,0.110,1.9086,1.7864,-0.2784
0.494594,85.5194167,-1.9607222,2905,05 42 04.66,-01 57 38.6,13.08,0.03,11.94,0.02,11.32,0.02,10.52,0.01,10.07,0.01,9.43,0.01,8.2,0.01,4.93,0.01,0.33,-0.15,D,2M,Simbad,85.51950579847,-1.96082682325,0.0016439,0.0011808,126.90,3216628276446247168,85.51950638047,0.0774,-1.96082683849,0.0734,2.4536,0.0945,25.9708,0.131,0.131,0.091,-0.003,0.082,378,-0.1871,442.39,0.239,1.528e+00,31,,,21,0.992,0,2.41223e+03,4.31835e+00,17.231320,2.29795e+02,1.29895e+01,19.435190,3.80266e+03,15.797675,1.672,3.637515,,,0,,,105640855194797484,,27693687,441015210,0.003372,0.061436,0.006961,17.231320,0.003372,2.41223e+03,0.099,1.4936,1.3660,-0.3079
0.402367,85.4400833,-1.9591389,2907,05 41 45.62,-01 57 32.9,14.33,0.03,13.5,0.03,13.07,0.04,12.35,0.01,12.0,0.01,11.65,0.04,10.91,0.11,,,0.06,-1.2,D,2M,Simbad,85.44011101556,-1.95924718194,0.0046331,0.0034473,137.67,3216627761050041856,85.44011175560,0.2087,-1.95925145610,0.2134,2.9985,0.2997,10.0053,0.976,0.166,0.248,-0.962,0.249,337,0.2535,489.51,1.026,4.342e+00,95,1.0175,0.0488,19,1.009,0,5.31653e+02,1.97991e+00,18.873297,5.23088e+01,8.02503e+00,21.042105,9.63066e+02,17.288755,1.910,3.753349,,,0,,,105640854401029363,,,,0.004893,0.166593,0.018473,18.847706,0.004815,5.44333e+02,0.322,4.0285,4.1377,-0.2861
0.366735,85.5724167,-1.9590278,2908,05 42 17.38,-01 57 32.5,15.38,0.06,14.3,0.03,13.52,0.04,12.67,0.01,12.2,0.01,11.88,0.07,11.12,0.11,8.66,0.17,0.14,-1.1,D,2M,Simbad,85.57250156829,-1.95908422204,0.0138100,0.0124280,178.05,3216628448246372992,85.57249498483,0.6285,-1.95909660947,0.6278,1.9831,1.0320,1.9216,3.156,-1.480,0.773,-2.787,0.834,258,0.3127,286.77,0.000,0.000e+00,95,1.2262,0.1521,16,1.013,0,1.16897e+02,9.54470e-01,20.517860,3.53394e+01,6.47942e+00,21.467894,2.03239e+02,18.977880,2.041,2.490013,,,0,,,105640855724159251,,27703155,,0.009283,0.199087,0.056004,20.500379,0.009148,1.18794e+02,0.636,12.4297,13.8085,-0.0072
0.387560,85.4585,-1.9584167,2909,05 41 50.04,-01 57 30.3,13.52,0.03,12.03,0.02,11.34,0.02,10.47,0.01,10.12,0.01,9.86,0.01,9.06,0.02,,,0.73,-1.24,D,2M,Simbad,85.45851489940,-1.95852332071,0.0038411,0.0031165,137.99,3216629036655412608,85.45851460678,0.1889,-1.95852359092,0.1900,3.0153,0.2648,11.3871,0.090,-0.066,0.213,-0.061,0.212,338,0.1922,536.15,1.063,6.013e+00,95,0.9518,0.0431,20,1.006,0,6.77653e+02,3.20058e+00,18.609848,5.48252e+01,8.39709e+00,20.991093,1.29980e+03,16.963202,1.999,4.027891,,,0,,,105650854585050227,,,,0.005821,0.166316,0.021983,18.584257,0.005716,6.93815e+02,0.375,3.4599,3.5349,-0.2050
0.535145,85.46725,-1.95475,2911,05 41 52.14,-01 57 17.1,12.83,0.03,11.06,0.02,10.16,0.02,9.04,0.01,8.59,0.01,8.25,0.01,7.48,0.01,4.39,0.02,0.92,-1.08,D,2M,Simbad,85.46735409582,-1.95485617859,0.0029768,0.0023885,136.25,3216629036654747776,85.46735704377,0.1431,-1.95485940310,0.1440,2.8523,0.1993,14.3085,0.983,0.663,0.165,-0.726,0.163,338,-1.6376,487.45,0.719,4.290e+00,95,1.0457,0.0333,20,0.936,0,8.88116e+02,2.18680e+00,18.316193,1.09103e+02,1.48091e+01,20.243948,1.67729e+03,16.686375,2.011,3.557573,,,0,,,105650854673324621,,,441015199,0.003839,0.147399,0.019942,18.290602,0.003796,9.09297e+02,0.450,2.6860,2.7114,-0.2165
0.624788,85.47875,-1.9466667,2917,05 41 54.90,-01 56 48.0,14.42,0.03,12.82,0.02,11.87,0.02,10.73,0.01,10.35,0.01,9.99,0.04,,,,,0.67,,D,2M,Simbad,85.47888295296,-1.94677834360,0.0098931,0.0078981,150.24,3216629066721659648,85.47887903232,0.4623,-1.94677319460,0.4730,5.3287,0.6949,7.6681,1.456,-0.882,0.519,1.159,0.568,332,1.6218,430.40,1.775,2.526e+00,95,0.9523,0.1078,20,1.063,0,1.82045e+02,1.05731e+00,20.036920,5.72531e+01,1.14382e+01,20.944044,3.80232e+02,18.297773,2.403,2.646271,,,0,,,105660854788514318,,,,0.006882,0.216929,0.032190,20.016760,0.006775,1.85456e+02,0.975,8.4336,9.4407,-0.1921
0.370210,85.4725417,-1.9466389,2918,05 41 53.41,-01 56 47.9,15.54,0.05,14.23,0.03,13.49,0.04,12.34,0.02,11.76,0.01,,,,,,,0.47,,D,2M,Simbad,85.47258169466,-1.94673365001,0.0123679,0.0078348,134.53,3216629066721658752,85.47258270990,0.4866,-1.94673692873,0.5005,2.3009,0.6915,3.3273,0.772,0.228,0.643,-0.738,0.624,297,1.5348,368.17,1.600,1.477e+00,95,1.1741,0.1211,19,1.063,0,1.61657e+02,2.34385e+00,20.165880,2.73166e+01,4.57317e+00,21.747477,2.33869e+02,18.825464,1.616,2.922012,,,0,,,105660854725434315,,,,0.015981,0.181788,0.062831,20.141387,0.015636,1.65345e+02,0.146,10.3889,10.3160,-0.4272
0.357599,85.528,-1.9459167,2919,05 42 06.72,-01 56 45.3,15.21,0.04,14.06,0.04,13.29,0.04,12.47,0.01,12.08,0.01,11.7,0.05,,,,,0.23,,D,2M,Simbad,85.52795368353,-1.94600458796,0.0136307,0.0123110,153.29,3216628761777264640,85.52795373994,0.6860,-1.94600617424,0.7187,2.7755,1.0279,2.7003,0.357,0.013,0.774,-0.357,0.799,303,4.3342,470.09,3.423,5.565e+00,95,1.0384,0.1584,16,1.182,0,1.42270e+02,1.18444e+00,20.304586,3.41017e+01,8.76249e+00,21.506601,2.72449e+02,18.659683,2.155,2.846918,,,0,,,105660855279295272,,,,0.009450,0.278996,0.044670,20.281209,0.009266,1.45366e+02,0.697,12.5887,13.3747,-0.0816
0.346662,85.5072083,-1.9415556,2922,05 42 01.73,-01 56 29.6,14.05,0.03,12.06,0.07,10.9,0.04,9.76,0.01,9.37,0.01,9.19,0.02,8.78,0.05,,,1.02,-1.76,D,2M,Simbad,85.50720457320,-1.94165182300,0.0070102,0.0056409,141.29,3216629135441137920,85.50720799281,0.3501,-1.94165716327,0.3406,2.2992,0.5080,4.5260,1.427,0.769,0.385,-1.202,0.391,355,1.7170,487.98,1.588,3.836e+00,95,0.9891,0.0787,20,1.065,0,2.69129e+02,3.49911e+00,19.612465,3.88014e+01,8.17958e+00,21.366423,5.12493e+02,17.973677,2.048,3.392746,,,0,,,105670855071830452,,27693695,,0.014383,0.228897,0.050332,19.586874,0.014060,2.75548e+02,0.510,6.2126,6.5090,-0.2091
0.545498,85.4574583,-1.9408056,2924,05 41 49.79,-01 56 26.9,14.96,0.08,13.1,0.05,12.02,0.03,10.84,0.01,10.48,0.01,9.28,0.03,,,,,0.92,,D,2M,Simbad,85.45756466429,-1.94091358211,0.0075679,0.0037045,129.37,3216629277173518848,85.45756466429,6.3046,-1.94091358211,5.5900,,,,,,,,,60,29.6110,1311.31,9.884,4.333e+01,3,,,6,,0,6.95965e+01,1.59139e+00,21.080898,2.20626e+01,1.85255e+01,21.979403,1.12687e+02,19.618206,1.936,2.361197,,,0,,,105670854575371375,,,,0.024979,0.911676,0.246135,21.080898,0.024979,6.95965e+01,0.550,6.3046,5.5900,-0.6060
